﻿chooserow,ParID,pre_instru_resp_2.keys,pre_instru_resp_2.rt,pre_instru_resp_3.keys,pre_instru_resp_3.rt,pre_instru_resp_9.keys,pre_instru_resp_9.rt,pre_instru_resp_8.keys,pre_instru_resp_8.rt,pre_instru_resp_4.keys,pre_instru_resp_4.rt,pre_instru_resp_5.keys,pre_instru_resp_5.rt,pre_instru_resp_6.keys,pre_instru_resp_6.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,pre_instru_resp.keys,pre_instru_resp.rt,clicked,judge_2.x,judge_2.y,judge_2.leftButton,judge_2.midButton,judge_2.rightButton,judge_2.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prac_answer,prac_dot_sti,dotlefttext,dotrighttext,prac_acc,judge.x,judge.y,judge.leftButton,judge.midButton,judge.rightButton,judge.clicked_name,clicked_guilt,slider_guilt.response,slider_guilt.rt,key_guilt.keys,share_slider.response,share_slider.rt,key_share.keys,slider_apology.response,slider_apology.rt,key_apology.keys,slider_hide.response,slider_hide.rt,slider_forgiveness.response,slider_forgiveness.rt,key_forgiveness.keys,key_forgiveness.rt,slider_mad.response,slider_mad.rt,trialseq.thisRepN,trialseq.thisTrialN,trialseq.thisN,trialseq.thisIndex,trialseq.ran,type_trial,stipic,DV,picture,answer,number,key_guilt.rt,key_apology.rt,key_share.rt,slider_friendly.response,slider_friendly.rt,slider_trustworthy.response,slider_trustworthy.rt,slider_competence.response,slider_competence.rt,slider_critical.response,slider_critical.rt,key_resp.keys,key_resp.rt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一 一,1,2024-05-31_00h54.48.586,interaction task chi,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,大于,小于,,0.265625,-0.479629686,1,0,0,RightButton,"[""RightButton""]",39,2.2426,space,,,,,,,,,,,,,,,0,27,27,27,1,1,both_wrong.png,0,RandomDot12.png,No answer,21,0.4199,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一 一,1,2024-05-31_00h54.48.586,interaction task chi,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,小于,大于,,-0.328125,-0.494444444,1,0,0,LeftButton,"[""LeftButton""]",33,1.17,space,,,,,,,,,,,,,,,0,28,28,28,1,1,both_wrong.png,0,RandomDot39.png,No answer,21,0.1342,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一 一,1,2024-05-31_00h54.48.586,interaction task chi,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,大于,小于,,0.317708397,-0.459259372,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,26.74663621,1.8038,space,0.9247,59.57491904,3.4344,0,29,29,29,1,3,only_sub_wrong.png,3,RandomDot20.png,No answer,20,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一 一,1,2024-05-31_00h54.48.586,interaction task chi,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,小于,大于,,-0.36875,-0.468518575,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,75,1.5353,space,56,4.6967,,,,,,,0,30,30,30,1,3,only_sub_wrong.png,2,RandomDot15.png,No answer,21,,0.3289,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一 一,1,2024-05-31_00h54.48.586,interaction task chi,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,大于,小于,,0.317708397,-0.462963019,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,31.58670676,1.9501,space,0.1864,58.41751484,3.2492,0,31,31,31,1,3,only_sub_wrong.png,3,RandomDot20.png,No answer,19,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一 一,1,2024-05-31_00h54.48.586,interaction task chi,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,大于,小于,,0.340625,-0.529629686,1,0,0,RightButton,"[""RightButton""]",,,,,,,39,1.8728,space,51,4.1525,,,,,,,0,32,32,32,1,3,only_sub_wrong.png,2,RandomDot39.png,No answer,20,,0.6008,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一 一,1,2024-05-31_00h54.48.586,interaction task chi,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,大于,小于,,0.303125,-0.529629686,1,0,0,RightButton,"[""RightButton""]",,,,3.041666985,1.7545,space,,,,,,,,,,,,0,33,33,33,1,2,only_sub_right.png,1,RandomDot4.png,No answer,19,,,0.6168,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一 一,1,2024-05-31_00h54.48.586,interaction task chi,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,小于,大于,,-0.25625,-0.503703817,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,36,2.0617,space,51,3.7617,,,,,,,0,34,34,34,1,2,only_sub_right.png,2,RandomDot5.png,No answer,21,,0.3058,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一 一,1,2024-05-31_00h54.48.586,interaction task chi,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,小于,大于,,-0.380208302,-0.533333333,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,61,2.2683,space,57,5.1559,,,,,,,0,35,35,35,1,3,only_sub_wrong.png,2,RandomDot15.png,No answer,20,,0.6382,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一 一,1,2024-05-31_00h54.48.586,interaction task chi,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,小于,大于,,-0.234375,-0.53703715,1,0,0,LeftButton,"[""LeftButton""]",28,1.5234,space,,,,,,,,,,,,,,,0,36,36,36,1,2,only_sub_right.png,0,RandomDot37.png,No answer,21,0.4143,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一 一,1,2024-05-31_00h54.48.586,interaction task chi,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,小于,大于,,0.255208397,-0.485185242,1,0,0,RightButton,"[""RightButton""]",,,,1.552083492,2.6703,space,,,,,,,,,,,,0,37,37,37,1,2,only_sub_right.png,1,RandomDot34.png,No answer,19,,,0.3697,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一 一,1,2024-05-31_00h54.48.586,interaction task chi,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,小于,大于,,-0.360416651,-0.514814928,1,0,0,LeftButton,"[""LeftButton""]",,,,3.223958492,2.4703,space,,,,,,,,,,,,0,38,38,38,1,3,only_sub_wrong.png,1,RandomDot6.png,No answer,20,,,0.2383,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一 一,1,2024-05-31_00h54.48.586,interaction task chi,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,大于,小于,,-0.359375,-0.520370483,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,35,2.1519,space,58,3.9613,,,,,,,0,39,39,39,1,1,both_wrong.png,2,RandomDot16.png,No answer,20,,0.3746,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一 一,1,2024-05-31_00h54.48.586,interaction task chi,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,小于,大于,,-0.2625,-0.542592706,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,,,,,,0,40,40,40,1,4,both_right.png,10,RandomDot41.png,RightButton,5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一 一,1,2024-05-31_00h54.48.586,interaction task chi,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,大于,小于,,0.234375,-0.483333333,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,64.30976752,3.0198,space,0.4145,40.10943403,5.5986,0,41,41,41,1,1,both_wrong.png,3,RandomDot40.png,No answer,21,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一 一,1,2024-05-31_00h54.48.586,interaction task chi,2021.2.3,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.581250191,6.1342,5.0125,7.3085,4.962500191,14.635,2.9875,16.9453,space,18.7067
