﻿chooserow,ParID,pre_instru_resp_2.keys,pre_instru_resp_2.rt,pre_instru_resp_3.keys,pre_instru_resp_3.rt,pre_instru_resp_9.keys,pre_instru_resp_9.rt,pre_instru_resp_8.keys,pre_instru_resp_8.rt,pre_instru_resp_4.keys,pre_instru_resp_4.rt,pre_instru_resp_5.keys,pre_instru_resp_5.rt,pre_instru_resp_6.keys,pre_instru_resp_6.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,pre_instru_resp.keys,pre_instru_resp.rt,clicked,judge_2.x,judge_2.y,judge_2.leftButton,judge_2.midButton,judge_2.rightButton,judge_2.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prac_answer,prac_dot_sti,dotlefttext,dotrighttext,prac_acc,judge.x,judge.y,judge.leftButton,judge.midButton,judge.rightButton,judge.clicked_name,clicked_guilt,slider_guilt.response,slider_guilt.rt,key_guilt.keys,share_slider.response,share_slider.rt,key_share.keys,slider_apology.response,slider_apology.rt,key_apology.keys,slider_hide.response,slider_hide.rt,slider_forgiveness.response,slider_forgiveness.rt,key_forgiveness.keys,key_forgiveness.rt,slider_mad.response,slider_mad.rt,trialseq.thisRepN,trialseq.thisTrialN,trialseq.thisN,trialseq.thisIndex,trialseq.ran,type_trial,stipic,DV,picture,answer,number,key_guilt.rt,key_apology.rt,key_share.rt,slider_friendly.response,slider_friendly.rt,slider_trustworthy.response,slider_trustworthy.rt,slider_competence.response,slider_competence.rt,slider_critical.response,slider_critical.rt,key_resp.keys,key_resp.rt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,小于,大于,,0.263543192,-0.528645833,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,94.95910792,1.784265,space,0.70751,26.04152802,3.19882,0,16,16,16,1,3,only_sub_wrong.png,3,RandomDot9.png,No answer,19,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,大于,小于,,-0.241581259,-0.536458333,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,91.85338007,3.03951,space,0.37038,7.850836328,3.742255,0,17,17,17,1,2,only_sub_right.png,3,RandomDot23.png,No answer,20,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,小于,大于,,-0.259150805,-0.510416667,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,87,1.291115,space,16,2.795745,,,,,,,0,18,18,18,1,1,both_wrong.png,2,RandomDot8.png,No answer,20,,0.286075,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,大于,小于,,-0.229868228,-0.528645833,1,0,0,LeftButton,"[""LeftButton""]",24,2.161895,space,,,,,,,,,,,,,,,0,19,19,19,1,2,only_sub_right.png,0,RandomDot18.png,No answer,21,0.596155,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,小于,大于,,-0.251830161,-0.549479167,1,0,0,LeftButton,"[""LeftButton""]",96,1.878865,space,,,,,,,,,,,,,,,0,20,20,20,1,3,only_sub_wrong.png,0,RandomDot25.png,No answer,21,0.23436,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,大于,小于,,0.336749634,-0.515625,1,0,0,RightButton,"[""RightButton""]",,,,2.675695461,1.08247,space,,,,,,,,,,,,0,21,21,21,1,3,only_sub_wrong.png,1,RandomDot22.png,No answer,19,,,0.161265,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,小于,大于,,-0.29136164,-0.518229167,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,,,,,,0,22,22,22,1,5,both_right.png,10,RandomDot42.png,LeftButton,19,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,大于,小于,,-0.272327965,-0.520833333,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,,,,,,0,23,23,23,1,0,both_right.png,2,RandomDot28.png,No answer,21,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,大于,小于,,0.297218155,-0.497395833,1,0,0,RightButton,"[""RightButton""]",,,,2.456076135,1.16812,space,,,,,,,,,,,,0,24,24,24,1,1,both_wrong.png,1,RandomDot26.png,No answer,21,,,0.248405,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,小于,大于,,0.263543192,-0.549479167,1,0,0,RightButton,"[""RightButton""]",,,,,,,89,1.259665,space,27,2.05265,,,,,,,0,25,25,25,1,3,only_sub_wrong.png,2,RandomDot40.png,No answer,20,,0.310835,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,大于,小于,,-0.346998536,-0.505208333,1,0,0,LeftButton,"[""LeftButton""]",,,,2.653733529,1.224115,space,,,,,,,,,,,,0,26,26,26,1,1,both_wrong.png,1,RandomDot27.png,No answer,19,,,0.14725,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,小于,大于,,0.232796486,-0.471354167,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,84.45878995,1.551305,space,0.38584,23.08369197,2.5464,0,27,27,27,1,2,only_sub_right.png,3,RandomDot7.png,No answer,20,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,大于,小于,,-0.245973646,-0.518229167,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,8,2.82496,space,27,3.41001,,,,,,,0,28,28,28,1,2,only_sub_right.png,2,RandomDot16.png,No answer,20,,0.401785,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,大于,小于,,-0.294289898,-0.520833333,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,,,,,,0,29,29,29,1,4,both_right.png,10,RandomDot41.png,LeftButton,5,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,大于,小于,,0.2284041,-0.489583333,1,0,0,RightButton,"[""RightButton""]",,,,,,,92,1.458355,space,3,2.3635,,,,,,,0,30,30,30,1,1,both_wrong.png,2,RandomDot13.png,No answer,21,,0.2197,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,大于,小于,,-0.275256223,-0.510416667,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,88,1.633085,space,14,3.149055,,,,,,,0,31,31,31,1,3,only_sub_wrong.png,2,RandomDot20.png,No answer,19,,0.83371,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,小于,大于,,0.295754026,-0.528645833,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,94.51543251,1.81763,space,0.43666,19.53428871,2.754495,0,32,32,32,1,1,both_wrong.png,3,RandomDot7.png,No answer,21,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,小于,大于,,-0.310395315,-0.533854167,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,90.37446204,0.82145,space,0.579565,17.02012807,1.87496,0,33,33,33,1,3,only_sub_wrong.png,3,RandomDot18.png,No answer,21,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,小于,大于,,-0.339677892,-0.515625,1,0,0,LeftButton,"[""LeftButton""]",,,,2.521961933,0.92256,space,,,,,,,,,,,,0,34,34,34,1,3,only_sub_wrong.png,1,RandomDot22.png,No answer,20,,,0.83356,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,小于,大于,,-0.285505124,-0.53125,1,0,0,LeftButton,"[""LeftButton""]",,,,2.69033675,2.048675,space,,,,,,,,,,,,0,35,35,35,1,3,only_sub_wrong.png,1,RandomDot6.png,No answer,21,,,0.51836,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,大于,小于,,0.241581259,-0.502604167,1,0,0,RightButton,"[""RightButton""]",92,1.607425,space,,,,,,,,,,,,,,,0,36,36,36,1,3,only_sub_wrong.png,0,RandomDot15.png,No answer,20,0.74718,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,大于,小于,,-0.266471449,-0.541666667,1,0,0,LeftButton,"[""LeftButton""]",91,0.992825,space,,,,,,,,,,,,,,,0,37,37,37,1,1,both_wrong.png,0,RandomDot12.png,No answer,21,0.49072,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,大于,小于,,-0.235724744,-0.536458333,1,0,0,LeftButton,"[""LeftButton""]",,,,2.404831625,2.047265,space,,,,,,,,,,,,0,38,38,38,1,2,only_sub_right.png,1,RandomDot3.png,No answer,20,,,2.16725,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,小于,大于,,0.294289898,-0.494791667,1,0,0,RightButton,"[""RightButton""]",,,,2.470717423,1.498895,space,,,,,,,,,,,,0,39,39,39,1,2,only_sub_right.png,1,RandomDot25.png,No answer,19,,,0.381175,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,小于,大于,,0.263543192,-0.489583333,1,0,0,RightButton,"[""RightButton""]",95,1.90694,space,,,,,,,,,,,,,,,0,40,40,40,1,3,only_sub_wrong.png,0,RandomDot9.png,No answer,19,1.202165,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,大于,小于,,-0.270863836,-0.53125,1,0,0,LeftButton,"[""LeftButton""]",,,,2.536603221,1.11453,space,,,,,,,,,,,,0,41,41,41,1,1,both_wrong.png,1,RandomDot13.png,No answer,19,,,0.39163,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,用户41526,1,2024-05-31_01h14.07.033,interaction task chi,2021.2.3,Win32,50.05506057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.530014641,1.82373,6.1522694,3.15879,5.37920937,4.565945,6.319180088,5.47862,space,5.99195
