chooserow,ParID,pre_instru_resp_2.keys,pre_instru_resp_2.rt,pre_instru_resp_3.keys,pre_instru_resp_3.rt,pre_instru_resp_9.keys,pre_instru_resp_9.rt,pre_instru_resp_8.keys,pre_instru_resp_8.rt,pre_instru_resp_4.keys,pre_instru_resp_4.rt,pre_instru_resp_5.keys,pre_instru_resp_5.rt,pre_instru_resp_6.keys,pre_instru_resp_6.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,SONAid,pre_instru_resp.keys,pre_instru_resp.rt,clicked,judge_2.x,judge_2.y,judge_2.leftButton,judge_2.midButton,judge_2.rightButton,judge_2.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prac_answer,prac_dot_sti,dotlefttext,dotrighttext,prac_acc,judge.x,judge.y,judge.leftButton,judge.midButton,judge.rightButton,judge.clicked_name,clicked_guilt,slider_guilt.response,slider_guilt.rt,key_guilt.keys,share_slider.response,share_slider.rt,key_share.keys,slider_apology.response,slider_apology.rt,key_apology.keys,slider_hide.response,slider_hide.rt,slider_forgiveness.response,slider_forgiveness.rt,key_forgiveness.keys,key_forgiveness.rt,slider_mad.response,slider_mad.rt,trialseq.thisRepN,trialseq.thisTrialN,trialseq.thisN,trialseq.thisIndex,trialseq.ran,type_trial,stipic,DV,picture,answer,number,key_share.rt,key_guilt.rt,key_apology.rt,incompleteTrials,trials_redo.thisRepN,trials_redo.thisTrialN,trials_redo.thisN,trials_redo.thisIndex,trials_redo.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Smaller,Greater,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,0,34,34,34,1,1,both_wrong.png,0,RandomDot22.png,No answer,21,,,,57,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Greater,Smaller,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,0,35,35,35,1,3,only_sub_wrong.png,3,RandomDot20.png,No answer,20,,,,184,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Greater,Smaller,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,0,36,36,36,1,1,both_wrong.png,2,RandomDot10.png,No answer,20,,,,75,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Smaller,Greater,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,0,37,37,37,1,2,only_sub_right.png,1,RandomDot27.png,No answer,21,,,,117,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Smaller,Greater,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,0,38,38,38,1,1,both_wrong.png,0,RandomDot23.png,No answer,20,,,,54,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Smaller,Greater,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,0,39,39,39,1,0,both_right.png,3,RandomDot13.png,No answer,19,,,,47,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Greater,Smaller,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,0,40,40,40,1,0,both_right.png,1,RandomDot12.png,No answer,21,,,,16,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Smaller,Greater,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,0,41,41,41,1,5,both_right.png,10,RandomDot42.png,LeftButton,21,,,,202,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Greater,Smaller,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,3,only_sub_wrong.png,0,RandomDot12.png,No answer,20,,,,202,0,0,0,16,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Smaller,Greater,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,1,both_wrong.png,0,RandomDot23.png,No answer,20,,,,202,0,1,1,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Smaller,Greater,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,0,both_right.png,3,RandomDot13.png,No answer,19,,,,202,0,2,2,22,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Greater,Smaller,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,3,only_sub_wrong.png,3,RandomDot3.png,No answer,19,,,,202,0,3,3,7,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Smaller,Greater,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,2,only_sub_right.png,2,RandomDot8.png,No answer,21,,,,202,0,4,4,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Smaller,Greater,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,5,both_right.png,10,RandomDot42.png,LeftButton,21,,,,202,0,5,5,24,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Smaller,Greater,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,2,only_sub_right.png,1,RandomDot25.png,No answer,19,,,,202,0,6,6,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Smaller,Greater,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,1,both_wrong.png,3,RandomDot25.png,No answer,21,,,,202,0,7,7,8,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Smaller,Greater,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,2,only_sub_right.png,2,RandomDot22.png,No answer,19,,,,202,0,8,8,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Greater,Smaller,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,1,both_wrong.png,2,RandomDot10.png,No answer,20,,,,202,0,9,9,19,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Smaller,Greater,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,3,only_sub_wrong.png,2,RandomDot31.png,No answer,19,,,,202,0,10,10,6,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Smaller,Greater,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,2,only_sub_right.png,0,RandomDot29.png,No answer,20,,,,202,0,11,11,13,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Smaller,Greater,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,1,both_wrong.png,0,RandomDot22.png,No answer,21,,,,202,0,12,12,17,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Greater,Smaller,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,3,only_sub_wrong.png,2,RandomDot13.png,No answer,21,,,,202,0,13,13,15,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Greater,Smaller,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,0,both_right.png,1,RandomDot12.png,No answer,21,,,,202,0,14,14,23,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Greater,Smaller,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,0,both_right.png,2,RandomDot25.png,No answer,19,,,,202,0,15,15,12,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Greater,Smaller,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,1,both_wrong.png,1,RandomDot23.png,No answer,21,,,,202,0,16,16,9,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Smaller,Greater,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,2,only_sub_right.png,1,RandomDot27.png,No answer,21,,,,202,0,17,17,20,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Smaller,Greater,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,1,both_wrong.png,1,RandomDot8.png,No answer,21,,,,202,0,18,18,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Smaller,Greater,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,3,only_sub_wrong.png,0,RandomDot9.png,No answer,19,,,,202,0,19,19,10,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Greater,Smaller,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,3,only_sub_wrong.png,3,RandomDot20.png,No answer,20,,,,202,0,20,20,18,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Greater,Smaller,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,2,only_sub_right.png,3,RandomDot20.png,No answer,21,,,,202,0,21,21,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Greater,Smaller,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,1,both_wrong.png,1,RandomDot28.png,No answer,21,,,,202,0,22,22,11,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Greater,Smaller,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,1,both_wrong.png,2,RandomDot9.png,No answer,21,,,,202,0,23,23,14,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_61d7Su0GZhtK1nx,1,2024-05-26_21h38.19.404,interaction task,2021.2.3,MacIntel,59.52380952,120983,,,,,,,,,,,,,,,,,Greater,Smaller,,0.486229804,0.892715517,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,,3,only_sub_wrong.png,3,RandomDot34.png,No answer,20,,,,202,0,24,24,5,1
