key_resp.keys,key_resp.rt,key_resp_4.keys,key_resp_4.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,face_loop.thisRepN,face_loop.thisTrialN,face_loop.thisN,face_loop.thisIndex,face_loop.ran,face_serial,image_name,participant,session,date,expName,psychopyVersion,OS,frameRate,session.thisRepN,session.thisTrialN,session.thisN,session.thisIndex,session.ran,session_serial,slider_judge_img
,,,,,,4,0.9187,0,32,32,34,1,35,image/35.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,3,30.5849,0,33,33,0,1,1,image/1.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,5,0.5645,0,34,34,14,1,15,image/15.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,4,0.2403,0,35,35,45,1,46,image/46.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,3,0.8153,0,36,36,23,1,24,image/24.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,5,1.8999,0,37,37,8,1,9,image/9.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,5,0.6264,0,38,38,28,1,29,image/29.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,6,0.8842,0,39,39,10,1,11,image/11.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,4,0.7842,0,40,40,29,1,30,image/30.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,3,0.517,0,41,41,17,1,18,image/18.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,2,0.5014,0,42,42,20,1,21,image/21.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,3,0.4067,0,43,43,43,1,44,image/44.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,5,0.3162,0,44,44,13,1,14,image/14.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,4,0.509,0,45,45,21,1,22,image/22.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,6,0.7502,0,46,46,6,1,7,image/7.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,4,0.7307,0,47,47,11,1,12,image/12.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,4,0.6156,0,48,48,9,1,10,image/10.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,4,0.5661,0,49,49,16,1,17,image/17.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,,,,,,,,,,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,0,2,2,3,1,3,friendly.png
,,,,,,3,1.1647,0,0,0,24,1,25,image/25.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,3,2.6741,0,1,1,17,1,18,image/18.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,3,1.0729,0,2,2,10,1,11,image/11.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,5,0.8152,0,3,3,7,1,8,image/8.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,5,5.6629,0,4,4,5,1,6,image/6.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,4,0.5404,0,5,5,21,1,22,image/22.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,3,0.2658,0,6,6,1,1,2,image/2.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,2,0.6336,0,7,7,40,1,41,image/41.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,5,0.3423,0,8,8,14,1,15,image/15.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,6,0.818,0,9,9,15,1,16,image/16.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,7,0.927,0,10,10,47,1,48,image/48.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,6,0.7767,0,11,11,26,1,27,image/27.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,4,0.3329,0,12,12,43,1,44,image/44.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,4,1.6109,0,13,13,2,1,3,image/3.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,3,1.0367,0,14,14,30,1,31,image/31.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,5,2.0844,0,15,15,34,1,35,image/35.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,4,2.4775,0,16,16,36,1,37,image/37.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,4,0.9157,0,17,17,25,1,26,image/26.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,5,0.29,0,18,18,35,1,36,image/36.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,5,9.9251,0,19,19,46,1,47,image/47.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,4,0.6913,0,20,20,32,1,33,image/33.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,5,0.742,0,21,21,39,1,40,image/40.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,3,0.5211,0,22,22,33,1,34,image/34.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,5,0.4387,0,23,23,42,1,43,image/43.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,4,0.395,0,24,24,28,1,29,image/29.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,3,0.3625,0,25,25,13,1,14,image/14.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,3,0.5505,0,26,26,27,1,28,image/28.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,5,0.4896,0,27,27,20,1,21,image/21.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,5,0.6221,0,28,28,29,1,30,image/30.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,5,4.4912,0,29,29,6,1,7,image/7.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,3,0.9364,0,30,30,22,1,23,image/23.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,4,0.3557,0,31,31,18,1,19,image/19.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,3,0.8347,0,32,32,12,1,13,image/13.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,3,0.3255,0,33,33,41,1,42,image/42.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,5,0.2836,0,34,34,9,1,10,image/10.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,4,0.3206,0,35,35,23,1,24,image/24.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,3,0.4119,0,36,36,3,1,4,image/4.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,2,0.3522,0,37,37,37,1,38,image/38.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,5,0.3046,0,38,38,0,1,1,image/1.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,6,0.3992,0,39,39,31,1,32,image/32.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,4,0.2512,0,40,40,8,1,9,image/9.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,3,0.2885,0,41,41,44,1,45,image/45.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,2,0.3017,0,42,42,45,1,46,image/46.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,5,0.4825,0,43,43,16,1,17,image/17.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,5,0.7332,0,44,44,38,1,39,image/39.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,3,0.3838,0,45,45,11,1,12,image/12.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,3,0.1114,0,46,46,4,1,5,image/5.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,3,0.8932,0,47,47,19,1,20,image/20.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,2,1.2837,0,48,48,49,1,50,image/50.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,5,0.5821,0,49,49,48,1,49,image/49.jpg,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,,,,,,,
,,,,,,,,,,,,,,,R_7dS7fGcto4aBF0E,2,2024-04-01_20h39.36.389,face trait task,2021.2.3,Win32,60.24096386,0,3,3,0,1,0,critical.png
