chooserow,ParID,pre_instru_resp_2.keys,pre_instru_resp_2.rt,pre_instru_resp_3.keys,pre_instru_resp_3.rt,pre_instru_resp_9.keys,pre_instru_resp_9.rt,pre_instru_resp_8.keys,pre_instru_resp_8.rt,pre_instru_resp_4.keys,pre_instru_resp_4.rt,pre_instru_resp_5.keys,pre_instru_resp_5.rt,pre_instru_resp_6.keys,pre_instru_resp_6.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,SONAid,pre_instru_resp.keys,pre_instru_resp.rt,clicked,judge_2.x,judge_2.y,judge_2.leftButton,judge_2.midButton,judge_2.rightButton,judge_2.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prac_answer,prac_dot_sti,dotlefttext,dotrighttext,prac_acc,judge.x,judge.y,judge.leftButton,judge.midButton,judge.rightButton,judge.clicked_name,clicked_guilt,slider_guilt.response,slider_guilt.rt,key_guilt.keys,key_guilt.rt,share_slider.response,share_slider.rt,key_share.keys,slider_apology.response,slider_apology.rt,key_apology.keys,slider_hide.response,slider_hide.rt,slider_forgiveness.response,slider_forgiveness.rt,key_forgiveness.keys,slider_mad.response,slider_mad.rt,trialseq.thisRepN,trialseq.thisTrialN,trialseq.thisN,trialseq.thisIndex,trialseq.ran,type_trial,stipic,DV,picture,answer,number,key_forgiveness.rt,key_apology.rt,key_share.rt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7PyO7Fjqtbjl581,1,2024-04-09_14h34.11.213,interaction task,2021.2.3,MacIntel,59.88023952,120529,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.239711338,-0.480137533,1,0,0,LeftButton,"[""LeftButton""]",100,2.9446,space,1.058,,,,,,,,,,,,,,0,28,28,28,1,1,both_wrong.png,0,RandomDot22.png,No answer,21,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7PyO7Fjqtbjl581,1,2024-04-09_14h34.11.213,interaction task,2021.2.3,MacIntel,59.88023952,120529,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.24058787,-0.520147298,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,,,,,,0,29,29,29,1,0,both_right.png,0,RandomDot22.png,No answer,19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7PyO7Fjqtbjl581,1,2024-04-09_14h34.11.213,interaction task,2021.2.3,MacIntel,59.88023952,120529,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.311761347,-0.494098307,1,0,0,LeftButton,"[""LeftButton""]",,,,,4.982264201,6.3168,space,,,,,,,,,,,0,30,30,30,1,2,only_sub_right.png,1,RandomDot15.png,No answer,19,,,0.9998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7PyO7Fjqtbjl581,1,2024-04-09_14h34.11.213,interaction task,2021.2.3,MacIntel,59.88023952,120529,,,,,,,,,,,,,,,,,Greater,Smaller,,0.254907057,-0.501703288,1,0,0,RightButton,"[""RightButton""]",,,,,,,,100,3.4576,space,70,6.3202,,,,,,0,31,31,31,1,3,only_sub_wrong.png,2,RandomDot39.png,No answer,20,,0.8689,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7PyO7Fjqtbjl581,1,2024-04-09_14h34.11.213,interaction task,2021.2.3,MacIntel,59.88023952,120529,,,,,,,,,,,,,,,,,Greater,Smaller,,0.260234578,-0.50345242,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,,,,,,0,32,32,32,1,5,both_right.png,10,RandomDot42.png,RightButton,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7PyO7Fjqtbjl581,1,2024-04-09_14h34.11.213,interaction task,2021.2.3,MacIntel,59.88023952,120529,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.26553065,-0.524574788,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,100,3.3481,space,50,5.0802,,,,,,0,33,33,33,1,2,only_sub_right.png,2,RandomDot18.png,No answer,19,,0.869,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7PyO7Fjqtbjl581,1,2024-04-09_14h34.11.213,interaction task,2021.2.3,MacIntel,59.88023952,120529,,,,,,,,,,,,,,,,,Smaller,Greater,,0.342230055,-0.514770372,1,0,0,RightButton,"[""RightButton""]",,,,,4.996669345,3.661,space,,,,,,,,,,,0,34,34,34,1,1,both_wrong.png,1,RandomDot13.png,No answer,19,,,0.6671
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7PyO7Fjqtbjl581,1,2024-04-09_14h34.11.213,interaction task,2021.2.3,MacIntel,59.88023952,120529,,,,,,,,,,,,,,,,,Smaller,Greater,,0.269132148,-0.518427192,1,0,0,RightButton,"[""RightButton""]",,,,,4.965237088,3.3794,space,,,,,,,,,,,0,35,35,35,1,1,both_wrong.png,1,RandomDot17.png,No answer,20,,,0.5972
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7PyO7Fjqtbjl581,1,2024-04-09_14h34.11.213,interaction task,2021.2.3,MacIntel,59.88023952,120529,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.222360738,-0.50234592,1,0,0,LeftButton,"[""LeftButton""]",100,4.0301,space,1.0025,,,,,,,,,,,,,,0,36,36,36,1,2,only_sub_right.png,0,RandomDot29.png,No answer,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7PyO7Fjqtbjl581,1,2024-04-09_14h34.11.213,interaction task,2021.2.3,MacIntel,59.88023952,120529,,,,,,,,,,,,,,,,,Smaller,Greater,,0.267529551,-0.535243869,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,50.43270912,4.8031,space,60.42396211,7.0654,0,37,37,37,1,3,only_sub_wrong.png,3,RandomDot9.png,No answer,19,0.3244,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7PyO7Fjqtbjl581,1,2024-04-09_14h34.11.213,interaction task,2021.2.3,MacIntel,59.88023952,120529,,,,,,,,,,,,,,,,,Smaller,Greater,,0.295722707,-0.51383667,1,0,0,RightButton,"[""RightButton""]",95,2.3492,space,0.5463,,,,,,,,,,,,,,0,38,38,38,1,1,both_wrong.png,0,RandomDot28.png,No answer,19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7PyO7Fjqtbjl581,1,2024-04-09_14h34.11.213,interaction task,2021.2.3,MacIntel,59.88023952,120529,,,,,,,,,,,,,,,,,Greater,Smaller,,0.282340071,-0.498218452,1,0,0,RightButton,"[""RightButton""]",,,,,,,,100,2.5773,space,50,4.206,,,,,,0,39,39,39,1,3,only_sub_wrong.png,2,RandomDot38.png,No answer,21,,0.679,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7PyO7Fjqtbjl581,1,2024-04-09_14h34.11.213,interaction task,2021.2.3,MacIntel,59.88023952,120529,,,,,,,,,,,,,,,,,Smaller,Greater,,0.267119768,-0.512640652,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,,,,,,0,40,40,40,1,4,both_right.png,10,RandomDot41.png,RightButton,5,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7PyO7Fjqtbjl581,1,2024-04-09_14h34.11.213,interaction task,2021.2.3,MacIntel,59.88023952,120529,,,,,,,,,,,,,,,,,Greater,Smaller,,0.291399468,-0.497029351,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,,,,,,0,41,41,41,1,0,both_right.png,3,RandomDot27.png,No answer,20,,,
