chooserow,ParID,pre_instru_resp_2.keys,pre_instru_resp_2.rt,pre_instru_resp_3.keys,pre_instru_resp_3.rt,pre_instru_resp_9.keys,pre_instru_resp_9.rt,pre_instru_resp_8.keys,pre_instru_resp_8.rt,pre_instru_resp_4.keys,pre_instru_resp_4.rt,pre_instru_resp_5.keys,pre_instru_resp_5.rt,pre_instru_resp_6.keys,pre_instru_resp_6.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,SONAid,pre_instru_resp.keys,pre_instru_resp.rt,clicked,judge_2.x,judge_2.y,judge_2.leftButton,judge_2.midButton,judge_2.rightButton,judge_2.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prac_answer,prac_dot_sti,dotlefttext,dotrighttext,prac_acc,judge.x,judge.y,judge.leftButton,judge.midButton,judge.rightButton,judge.clicked_name,clicked_guilt,slider_guilt.response,slider_guilt.rt,key_guilt.keys,key_guilt.rt,share_slider.response,share_slider.rt,key_share.keys,slider_apology.response,slider_apology.rt,key_apology.keys,slider_hide.response,slider_hide.rt,slider_forgiveness.response,slider_forgiveness.rt,key_forgiveness.keys,slider_mad.response,slider_mad.rt,trialseq.thisRepN,trialseq.thisTrialN,trialseq.thisN,trialseq.thisIndex,trialseq.ran,type_trial,stipic,DV,picture,answer,number,key_share.rt,key_apology.rt,key_forgiveness.rt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.260695394,-0.537664931,1,0,0,LeftButton,"[""LeftButton""]",,,,,0.980570051,3.8232,space,,,,,,,,,,,0,15,15,15,1,3,only_sub_wrong.png,1,RandomDot1.png,No answer,19,0.6738,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.275340695,-0.503426242,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,70.10276101,3.1728,space,40.53617706,6.3036,0,16,16,16,1,1,both_wrong.png,3,RandomDot12.png,No answer,21,,,0.3327
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Smaller,Greater,,0.242788696,-0.508578152,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,79.36446921,6.6561,space,49.35387334,8.6462,0,17,17,17,1,3,only_sub_wrong.png,3,RandomDot9.png,No answer,19,,,0.2683
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Smaller,Greater,,0.282548269,-0.476660156,1,0,0,RightButton,"[""RightButton""]",,,,,2.003902859,2.6761,space,,,,,,,,,,,0,18,18,18,1,2,only_sub_right.png,1,RandomDot38.png,No answer,19,0.3189,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.260281118,-0.515662028,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,4,4.9934,space,48,8.4928,,,,,,0,19,19,19,1,2,only_sub_right.png,2,RandomDot8.png,No answer,21,,0.3034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Smaller,Greater,,0.29032864,-0.494254829,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,70.14900833,5.3063,space,38.82315964,6.911,0,20,20,20,1,2,only_sub_right.png,3,RandomDot30.png,No answer,20,,,0.368
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.312665558,-0.484862603,1,0,0,LeftButton,"[""LeftButton""]",,,,,1.965433333,6.8923,space,,,,,,,,,,,0,21,21,21,1,1,both_wrong.png,1,RandomDot29.png,No answer,19,4.1014,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Greater,Smaller,,0.35003518,-0.513396674,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,79.5793681,8.4435,space,42.13100309,11.2035,0,22,22,22,1,3,only_sub_wrong.png,3,RandomDot20.png,No answer,20,,,0.6176
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.282113139,-0.494217801,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,,,,,,0,23,23,23,1,0,both_right.png,2,RandomDot29.png,No answer,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.340640344,-0.503514133,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,78.58822327,2.9442,space,28.833388,4.6914,0,24,24,24,1,2,only_sub_right.png,3,RandomDot36.png,No answer,20,,,0.1509
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.32281439,-0.500036214,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,10,2.9571,space,61,4.9316,,,,,,0,25,25,25,1,1,both_wrong.png,2,RandomDot13.png,No answer,21,,0.2506,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.252718269,-0.544731581,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,,,,,,0,26,26,26,1,5,both_right.png,10,RandomDot42.png,LeftButton,21,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Smaller,Greater,,0.324554613,-0.525121392,1,0,0,RightButton,"[""RightButton""]",4,3.3323,space,1.5556,,,,,,,,,,,,,,0,27,27,27,1,2,only_sub_right.png,0,RandomDot21.png,No answer,21,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.281233894,-0.497273763,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,,,,,,0,28,28,28,1,0,both_right.png,1,RandomDot7.png,No answer,21,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.287561035,-0.494628771,1,0,0,LeftButton,"[""LeftButton""]",,,,,2.006236606,2.5821,space,,,,,,,,,,,0,29,29,29,1,1,both_wrong.png,1,RandomDot13.png,No answer,19,0.3045,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.286094326,-0.54128323,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,79.06563841,2.5437,space,47.93817111,7.6942,0,30,30,30,1,2,only_sub_right.png,3,RandomDot23.png,No answer,20,,,1.3006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Greater,Smaller,,0.291240692,-0.500280762,1,0,0,RightButton,"[""RightButton""]",4,1.6492,space,0.3397,,,,,,,,,,,,,,0,31,31,31,1,1,both_wrong.png,0,RandomDot32.png,No answer,19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.247487556,-0.47096951,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,88.02580143,9.0902,space,30.45686493,11.3448,0,32,32,32,1,1,both_wrong.png,3,RandomDot17.png,No answer,21,,,0.1678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Smaller,Greater,,0.365709602,-0.521316054,1,0,0,RightButton,"[""RightButton""]",,,,,2.026921166,2.2414,space,,,,,,,,,,,0,33,33,33,1,3,only_sub_wrong.png,1,RandomDot15.png,No answer,20,0.4007,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.280501811,-0.542868245,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,5,2.8313,space,49,4.4788,,,,,,0,34,34,34,1,1,both_wrong.png,2,RandomDot24.png,No answer,19,,0.2379,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.315202035,-0.526976997,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,10,3.657,space,49,5.2972,,,,,,0,35,35,35,1,1,both_wrong.png,2,RandomDot7.png,No answer,21,,0.3172,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Greater,Smaller,,0.327056207,-0.525895454,1,0,0,RightButton,"[""RightButton""]",7,1.4662,space,0.4538,,,,,,,,,,,,,,0,36,36,36,1,3,only_sub_wrong.png,0,RandomDot5.png,No answer,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.312236659,-0.514750298,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,,,,,,0,37,37,37,1,0,both_right.png,0,RandomDot34.png,No answer,19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.236573537,-0.513330621,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,14,3.4097,space,59,7.0142,,,,,,0,38,38,38,1,3,only_sub_wrong.png,2,RandomDot15.png,No answer,21,,1.7664,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.282380591,-0.529194743,1,0,0,LeftButton,"[""LeftButton""]",11,2.0164,space,0.3156,,,,,,,,,,,,,,0,39,39,39,1,3,only_sub_wrong.png,0,RandomDot12.png,No answer,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.322588857,-0.465667725,1,0,0,LeftButton,"[""LeftButton""]",10,1.5825,space,0.2024,,,,,,,,,,,,,,0,40,40,40,1,2,only_sub_right.png,0,RandomDot8.png,No answer,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3g0YlMh4uWQIm91,1,2024-04-21_12h01.40.998,interaction task,2021.2.3,MacIntel,60.60606061,119713,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.245991855,-0.489335666,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,70.07796334,4.2867,space,40.56544448,5.7609,0,41,41,41,1,1,both_wrong.png,3,RandomDot23.png,No answer,20,,,0.1499
