choose_trial,key_resp.keys,key_resp.rt,key_resp_4.keys,key_resp_4.rt,session_trait,slider_face_judge.response,slider_face_judge.rt,key_resp_3.keys,key_resp_3.rt,face_loop.thisRepN,face_loop.thisTrialN,face_loop.thisN,face_loop.thisIndex,face_loop.ran,face_serial,image_name,isCheck,answer,check_question,participant,session,date,expName,psychopyVersion,OS,frameRate,SONAid
"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,58,50,55]",space,5.0367,space,2.4675,competent,6.0071875,8.8286,space,1.1322,0,0,0,44,1,45,image/45.jpg,0,0,,R_2Pz1ESHNLhmVqlq,2,2024-04-28_16h09.59.721,face trait task,2021.2.3,MacIntel,60.24096386,120605
