chooserow,ParID,pre_instru_resp_2.keys,pre_instru_resp_2.rt,pre_instru_resp_3.keys,pre_instru_resp_3.rt,pre_instru_resp_9.keys,pre_instru_resp_9.rt,pre_instru_resp_8.keys,pre_instru_resp_8.rt,pre_instru_resp_4.keys,pre_instru_resp_4.rt,pre_instru_resp_5.keys,pre_instru_resp_5.rt,pre_instru_resp_6.keys,pre_instru_resp_6.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,SONAid,pre_instru_resp.keys,pre_instru_resp.rt,clicked,judge_2.x,judge_2.y,judge_2.leftButton,judge_2.midButton,judge_2.rightButton,judge_2.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prac_answer,prac_dot_sti,dotlefttext,dotrighttext,prac_acc,judge.x,judge.y,judge.leftButton,judge.midButton,judge.rightButton,judge.clicked_name,clicked_guilt,slider_guilt.response,slider_guilt.rt,key_guilt.keys,share_slider.response,share_slider.rt,key_share.keys,slider_apology.response,slider_apology.rt,key_apology.keys,key_apology.rt,slider_hide.response,slider_hide.rt,slider_forgiveness.response,slider_forgiveness.rt,key_forgiveness.keys,slider_mad.response,slider_mad.rt,trialseq.thisRepN,trialseq.thisTrialN,trialseq.thisN,trialseq.thisIndex,trialseq.ran,type_trial,stipic,DV,picture,answer,number,key_guilt.rt,key_share.rt,key_forgiveness.rt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3hlnjdAbx50vJ5l,1,2024-05-31_22h07.55.289,interaction task,2021.2.3,MacIntel,60.24096386,120532,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.256705729,-0.499887153,1,0,0,LeftButton,"[""LeftButton""]",0,2.4142,space,,,,,,,,,,,,,,,0,27,27,27,1,1,both_wrong.png,0,RandomDot34.png,No answer,19,0.4612,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3hlnjdAbx50vJ5l,1,2024-05-31_22h07.55.289,interaction task,2021.2.3,MacIntel,60.24096386,120532,,,,,,,,,,,,,,,,,Smaller,Greater,,0.292062717,-0.488498264,1,0,0,RightButton,"[""RightButton""]",,,,0.80086263,1.9954,space,,,,,,,,,,,,0,28,28,28,1,2,only_sub_right.png,1,RandomDot27.png,No answer,21,,0.5595,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3hlnjdAbx50vJ5l,1,2024-05-31_22h07.55.289,interaction task,2021.2.3,MacIntel,60.24096386,120532,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.274441189,-0.521293403,1,0,0,LeftButton,"[""LeftButton""]",,,,0.365966797,1.6725,space,,,,,,,,,,,,0,29,29,29,1,1,both_wrong.png,1,RandomDot14.png,No answer,20,,0.305,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3hlnjdAbx50vJ5l,1,2024-05-31_22h07.55.289,interaction task,2021.2.3,MacIntel,60.24096386,120532,,,,,,,,,,,,,,,,,Smaller,Greater,,0.31546224,-0.496024306,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,46.43680731,4.1481,space,11.61320234,6.6506,0,30,30,30,1,3,only_sub_wrong.png,3,RandomDot36.png,No answer,21,,,0.3927
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3hlnjdAbx50vJ5l,1,2024-05-31_22h07.55.289,interaction task,2021.2.3,MacIntel,60.24096386,120532,,,,,,,,,,,,,,,,,Smaller,Greater,,0.297553168,-0.543125,1,0,0,RightButton,"[""RightButton""]",0,2.3606,space,,,,,,,,,,,,,,,0,31,31,31,1,2,only_sub_right.png,0,RandomDot37.png,No answer,21,0.2758,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3hlnjdAbx50vJ5l,1,2024-05-31_22h07.55.289,interaction task,2021.2.3,MacIntel,60.24096386,120532,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.274072266,-0.488064236,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,0,3.9016,space,0.3538,98,5.428,,,,,,0,32,32,32,1,1,both_wrong.png,2,RandomDot21.png,No answer,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3hlnjdAbx50vJ5l,1,2024-05-31_22h07.55.289,interaction task,2021.2.3,MacIntel,60.24096386,120532,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.288975694,-0.484973958,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,57.22119195,2.5073,space,52.65842014,3.724,0,33,33,33,1,2,only_sub_right.png,3,RandomDot30.png,No answer,20,,,0.6037
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3hlnjdAbx50vJ5l,1,2024-05-31_22h07.55.289,interaction task,2021.2.3,MacIntel,60.24096386,120532,,,,,,,,,,,,,,,,,Greater,Smaller,,0.34616428,-0.530225694,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,53.94351501,1.7074,space,49.30018501,2.5004,0,34,34,34,1,1,both_wrong.png,3,RandomDot13.png,No answer,21,,,0.7167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3hlnjdAbx50vJ5l,1,2024-05-31_22h07.55.289,interaction task,2021.2.3,MacIntel,60.24096386,120532,,,,,,,,,,,,,,,,,Greater,Smaller,,0.283734809,-0.515451389,1,0,0,RightButton,"[""RightButton""]",,,,,,,1,3.6593,space,0.9707,96,4.7517,,,,,,0,35,35,35,1,2,only_sub_right.png,2,RandomDot20.png,No answer,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3hlnjdAbx50vJ5l,1,2024-05-31_22h07.55.289,interaction task,2021.2.3,MacIntel,60.24096386,120532,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.286024306,-0.503203125,1,0,0,LeftButton,"[""LeftButton""]",1,2.7147,space,,,,,,,,,,,,,,,0,36,36,36,1,1,both_wrong.png,0,RandomDot22.png,No answer,21,0.5079,,
