chooserow,ParID,pre_instru_resp_2.keys,pre_instru_resp_2.rt,pre_instru_resp_3.keys,pre_instru_resp_3.rt,pre_instru_resp_9.keys,pre_instru_resp_9.rt,pre_instru_resp_8.keys,pre_instru_resp_8.rt,pre_instru_resp_4.keys,pre_instru_resp_4.rt,pre_instru_resp_5.keys,pre_instru_resp_5.rt,pre_instru_resp_6.keys,pre_instru_resp_6.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,SONAid,pre_instru_resp.keys,pre_instru_resp.rt,clicked,judge_2.x,judge_2.y,judge_2.leftButton,judge_2.midButton,judge_2.rightButton,judge_2.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prac_answer,prac_dot_sti,dotlefttext,dotrighttext,prac_acc,judge.x,judge.y,judge.leftButton,judge.midButton,judge.rightButton,judge.clicked_name,clicked_guilt,slider_guilt.response,slider_guilt.rt,key_guilt.keys,share_slider.response,share_slider.rt,key_share.keys,slider_apology.response,slider_apology.rt,key_apology.keys,key_apology.rt,slider_hide.response,slider_hide.rt,slider_forgiveness.response,slider_forgiveness.rt,key_forgiveness.keys,slider_mad.response,slider_mad.rt,trialseq.thisRepN,trialseq.thisTrialN,trialseq.thisN,trialseq.thisIndex,trialseq.ran,type_trial,stipic,DV,picture,answer,number,key_guilt.rt,key_share.rt,key_forgiveness.rt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5N39wPdNP63q03G,1,2024-05-29_10h32.43.300,interaction task,2021.2.3,MacIntel,60.0024001,120390,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.24375,-0.494637574,1,0,0,LeftButton,"[""LeftButton""]",,,,2.497721354,4.5723,space,,,,,,,,,,,,0,16,16,16,1,3,only_sub_wrong.png,1,RandomDot15.png,No answer,21,,1.8942,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5N39wPdNP63q03G,1,2024-05-29_10h32.43.300,interaction task,2021.2.3,MacIntel,60.0024001,120390,,,,,,,,,,,,,,,,,Greater,Smaller,,0.307571615,-0.518456453,1,0,0,RightButton,"[""RightButton""]",,,,2.452408854,2.6389,space,,,,,,,,,,,,0,17,17,17,1,1,both_wrong.png,1,RandomDot13.png,No answer,19,,0.7535,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5N39wPdNP63q03G,1,2024-05-29_10h32.43.300,interaction task,2021.2.3,MacIntel,60.0024001,120390,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.264518229,-0.545280141,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,29.06407828,3.8875,space,24.55018939,4.6879,0,18,18,18,1,3,only_sub_wrong.png,3,RandomDot18.png,No answer,21,,,0.9683
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5N39wPdNP63q03G,1,2024-05-29_10h32.43.300,interaction task,2021.2.3,MacIntel,60.0024001,120390,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.259863281,-0.540784486,1,0,0,LeftButton,"[""LeftButton""]",10,2.106,space,,,,,,,,,,,,,,,0,19,19,19,1,1,both_wrong.png,0,RandomDot14.png,No answer,21,0.6621,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5N39wPdNP63q03G,1,2024-05-29_10h32.43.300,interaction task,2021.2.3,MacIntel,60.0024001,120390,,,,,,,,,,,,,,,,,Smaller,Greater,,0.283951823,-0.532671505,1,0,0,RightButton,"[""RightButton""]",,,,,,,20,1.7762,space,0.7919,18,3.6546,,,,,,0,20,20,20,1,3,only_sub_wrong.png,2,RandomDot22.png,No answer,19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5N39wPdNP63q03G,1,2024-05-29_10h32.43.300,interaction task,2021.2.3,MacIntel,60.0024001,120390,,,,,,,,,,,,,,,,,Smaller,Greater,,0.242675781,-0.523922892,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,,,,,,0,21,21,21,1,0,both_right.png,3,RandomDot18.png,No answer,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5N39wPdNP63q03G,1,2024-05-29_10h32.43.300,interaction task,2021.2.3,MacIntel,60.0024001,120390,,,,,,,,,,,,,,,,,Smaller,Greater,,0.278307292,-0.510574612,1,0,0,RightButton,"[""RightButton""]",,,,2.445638021,2.4722,space,,,,,,,,,,,,0,22,22,22,1,3,only_sub_wrong.png,1,RandomDot6.png,No answer,20,,1.0679,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5N39wPdNP63q03G,1,2024-05-29_10h32.43.300,interaction task,2021.2.3,MacIntel,60.0024001,120390,,,,,,,,,,,,,,,,,Greater,Smaller,,0.276132812,-0.539189626,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,29.4665404,6.7071,space,28.02504209,9.5043,0,23,23,23,1,1,both_wrong.png,3,RandomDot17.png,No answer,21,,,8.6964
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5N39wPdNP63q03G,1,2024-05-29_10h32.43.300,interaction task,2021.2.3,MacIntel,60.0024001,120390,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.308261719,-0.528453217,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,,,,,,0,24,24,24,1,0,both_right.png,2,RandomDot25.png,No answer,19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5N39wPdNP63q03G,1,2024-05-29_10h32.43.300,interaction task,2021.2.3,MacIntel,60.0024001,120390,,,,,,,,,,,,,,,,,Greater,Smaller,,0.258736979,-0.533052885,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,,,,,,0,25,25,25,1,5,both_right.png,10,RandomDot42.png,RightButton,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5N39wPdNP63q03G,1,2024-05-29_10h32.43.300,interaction task,2021.2.3,MacIntel,60.0024001,120390,,,,,,,,,,,,,,,,,Smaller,Greater,,0.31000651,-0.53610392,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,80.31815551,4.9933,space,18.71711911,7.0399,0,26,26,26,1,2,only_sub_right.png,3,RandomDot8.png,No answer,19,,,0.9556
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5N39wPdNP63q03G,1,2024-05-29_10h32.43.300,interaction task,2021.2.3,MacIntel,60.0024001,120390,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.302161458,-0.525910688,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,81.2243529,4.345,space,14.72932449,6.3703,0,27,27,27,1,2,only_sub_right.png,3,RandomDot10.png,No answer,19,,,1.0212
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5N39wPdNP63q03G,1,2024-05-29_10h32.43.300,interaction task,2021.2.3,MacIntel,60.0024001,120390,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.337825521,-0.529366217,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,11,2.3908,space,0.7621,9,3.6004,,,,,,0,28,28,28,1,2,only_sub_right.png,2,RandomDot5.png,No answer,21,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5N39wPdNP63q03G,1,2024-05-29_10h32.43.300,interaction task,2021.2.3,MacIntel,60.0024001,120390,,,,,,,,,,,,,,,,,Greater,Smaller,,0.317096354,-0.541420118,1,0,0,RightButton,"[""RightButton""]",0,3.0977,space,,,,,,,,,,,,,,,0,29,29,29,1,2,only_sub_right.png,0,RandomDot8.png,No answer,20,1.7174,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5N39wPdNP63q03G,1,2024-05-29_10h32.43.300,interaction task,2021.2.3,MacIntel,60.0024001,120390,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.262233073,-0.489483173,1,0,0,LeftButton,"[""LeftButton""]",0,2.2935,space,,,,,,,,,,,,,,,0,30,30,30,1,2,only_sub_right.png,0,RandomDot18.png,No answer,21,0.7085,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5N39wPdNP63q03G,1,2024-05-29_10h32.43.300,interaction task,2021.2.3,MacIntel,60.0024001,120390,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.296445313,-0.51346385,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,69.45628157,4.6853,space,24.11944971,6.1399,0,31,31,31,1,1,both_wrong.png,3,RandomDot25.png,No answer,21,,,1.2033
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5N39wPdNP63q03G,1,2024-05-29_10h32.43.300,interaction task,2021.2.3,MacIntel,60.0024001,120390,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.271204427,-0.517474112,1,0,0,LeftButton,"[""LeftButton""]",,,,2.480143229,2.0703,space,,,,,,,,,,,,0,32,32,32,1,3,only_sub_wrong.png,1,RandomDot36.png,No answer,19,,0.9146,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5N39wPdNP63q03G,1,2024-05-29_10h32.43.300,interaction task,2021.2.3,MacIntel,60.0024001,120390,,,,,,,,,,,,,,,,,Greater,Smaller,,0.279720052,-0.517497226,1,0,0,RightButton,"[""RightButton""]",,,,2.544238281,6.1492,space,,,,,,,,,,,,0,33,33,33,1,1,both_wrong.png,1,RandomDot27.png,No answer,19,,1.5221,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5N39wPdNP63q03G,1,2024-05-29_10h32.43.300,interaction task,2021.2.3,MacIntel,60.0024001,120390,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.246640625,-0.532475037,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,50.44783775,5.0758,space,39.21704019,6.9723,0,34,34,34,1,3,only_sub_wrong.png,3,RandomDot36.png,No answer,21,,,1.1284
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5N39wPdNP63q03G,1,2024-05-29_10h32.43.300,interaction task,2021.2.3,MacIntel,60.0024001,120390,,,,,,,,,,,,,,,,,Smaller,Greater,,0.30484375,-0.501109467,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,24.00568182,63.8669,space,26.06073758,65.5763,0,35,35,35,1,1,both_wrong.png,3,RandomDot29.png,No answer,19,,,1.4755
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5N39wPdNP63q03G,1,2024-05-29_10h32.43.300,interaction task,2021.2.3,MacIntel,60.0024001,120390,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.407109375,-0.48585429,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,19,2.1333,space,0.9064,23,4.2134,,,,,,0,36,36,36,1,3,only_sub_wrong.png,2,RandomDot39.png,No answer,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5N39wPdNP63q03G,1,2024-05-29_10h32.43.300,interaction task,2021.2.3,MacIntel,60.0024001,120390,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.264238281,-0.537606324,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,10,4.9054,space,0.8024,9,5.7287,,,,,,0,37,37,37,1,2,only_sub_right.png,2,RandomDot22.png,No answer,19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5N39wPdNP63q03G,1,2024-05-29_10h32.43.300,interaction task,2021.2.3,MacIntel,60.0024001,120390,,,,,,,,,,,,,,,,,Greater,Smaller,,0.272955729,-0.516930936,1,0,0,RightButton,"[""RightButton""]",,,,2.473014323,2.2702,space,,,,,,,,,,,,0,38,38,38,1,1,both_wrong.png,1,RandomDot23.png,No answer,21,,1.0359,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5N39wPdNP63q03G,1,2024-05-29_10h32.43.300,interaction task,2021.2.3,MacIntel,60.0024001,120390,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.366210938,-0.515786797,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,21,2.2733,space,0.7024,20,3.0008,,,,,,0,39,39,39,1,1,both_wrong.png,2,RandomDot9.png,No answer,21,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5N39wPdNP63q03G,1,2024-05-29_10h32.43.300,interaction task,2021.2.3,MacIntel,60.0024001,120390,,,,,,,,,,,,,,,,,Smaller,Greater,,0.348808594,-0.500716531,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,,,,,,0,40,40,40,1,0,both_right.png,0,RandomDot19.png,No answer,21,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5N39wPdNP63q03G,1,2024-05-29_10h32.43.300,interaction task,2021.2.3,MacIntel,60.0024001,120390,,,,,,,,,,,,,,,,,Greater,Smaller,,0.266230469,-0.521311021,1,0,0,RightButton,"[""RightButton""]",,,,2.505078125,1.9488,space,,,,,,,,,,,,0,41,41,41,1,2,only_sub_right.png,1,RandomDot3.png,No answer,20,,1.5687,
