chooserow,ParID,pre_instru_resp_2.keys,pre_instru_resp_2.rt,pre_instru_resp_3.keys,pre_instru_resp_3.rt,pre_instru_resp_9.keys,pre_instru_resp_9.rt,pre_instru_resp_8.keys,pre_instru_resp_8.rt,pre_instru_resp_4.keys,pre_instru_resp_4.rt,pre_instru_resp_5.keys,pre_instru_resp_5.rt,pre_instru_resp_6.keys,pre_instru_resp_6.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,SONAid,pre_instru_resp.keys,pre_instru_resp.rt,clicked,judge_2.x,judge_2.y,judge_2.leftButton,judge_2.midButton,judge_2.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prac_answer,prac_dot_sti,dotlefttext,dotrighttext,judge_2.clicked_name,prac_acc,judge.x,judge.y,judge.leftButton,judge.midButton,judge.rightButton,judge.clicked_name,clicked_guilt,slider_guilt.response,slider_guilt.rt,key_guilt.keys,key_guilt.rt,share_slider.response,share_slider.rt,key_share.keys,slider_apology.response,slider_apology.rt,key_apology.keys,slider_hide.response,slider_hide.rt,slider_forgiveness.response,slider_forgiveness.rt,key_forgiveness.keys,slider_mad.response,slider_mad.rt,trialseq.thisRepN,trialseq.thisTrialN,trialseq.thisN,trialseq.thisIndex,trialseq.ran,type_trial,stipic,DV,picture,answer,number,key_apology.rt,key_forgiveness.rt,key_share.rt,incompleteTrials,trials_redo.thisRepN,trials_redo.thisTrialN,trials_redo.thisN,trials_redo.thisIndex,trials_redo.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_31XdkdkFfWXTP68,1,2024-05-25_16h00.03.236,interaction task,2021.2.3,Win32,119.047619,120326,,,,,,,,,,,,,,,,Greater,Smaller,,,-0.286046512,-0.484722222,1,0,0,LeftButton,"[""LeftButton""]",69,3.1099,space,1.4501,,,,,,,,,,,,,,0,26,26,26,1,3,only_sub_wrong.png,0,RandomDot33.png,No answer,19,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_31XdkdkFfWXTP68,1,2024-05-25_16h00.03.236,interaction task,2021.2.3,Win32,119.047619,120326,,,,,,,,,,,,,,,,Smaller,Greater,,,0.295930233,-0.522222222,1,0,0,RightButton,"[""RightButton""]",,,,,,,,56,2.7782,space,49,1.8207,,,,,,0,27,27,27,1,2,only_sub_right.png,2,RandomDot37.png,No answer,19,1.8277,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_31XdkdkFfWXTP68,1,2024-05-25_16h00.03.236,interaction task,2021.2.3,Win32,119.047619,120326,,,,,,,,,,,,,,,,Greater,Smaller,,,0.35872093,-0.523611111,1,0,0,RightButton,"[""RightButton""]",,,,,2.485465116,0.719,space,,,,,,,,,,,0,28,28,28,1,3,only_sub_wrong.png,1,RandomDot11.png,No answer,20,,,2.0223,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_31XdkdkFfWXTP68,1,2024-05-25_16h00.03.236,interaction task,2021.2.3,Win32,119.047619,120326,,,,,,,,,,,,,,,,Smaller,Greater,,,-0.389534884,-0.491666667,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,,,,,,0,29,29,29,1,0,both_right.png,0,RandomDot19.png,No answer,21,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_31XdkdkFfWXTP68,1,2024-05-25_16h00.03.236,interaction task,2021.2.3,Win32,119.047619,120326,,,,,,,,,,,,,,,,Greater,Smaller,,,-0.261046512,-0.466666667,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,,,,,,0,30,30,30,1,0,both_right.png,1,RandomDot30.png,No answer,20,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_31XdkdkFfWXTP68,1,2024-05-25_16h00.03.236,interaction task,2021.2.3,Win32,119.047619,120326,,,,,,,,,,,,,,,,Greater,Smaller,,,-0.294186047,-0.5,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,69.20366455,1.7155,space,38.37209302,2.4997,0,31,31,31,1,3,only_sub_wrong.png,3,RandomDot20.png,No answer,20,,0.7308,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_31XdkdkFfWXTP68,1,2024-05-25_16h00.03.236,interaction task,2021.2.3,Win32,119.047619,120326,,,,,,,,,,,,,,,,Smaller,Greater,,,0.305813953,-0.545833333,1,0,0,RightButton,"[""RightButton""]",61,3.1416,space,1.1664,,,,,,,,,,,,,,0,32,32,32,1,3,only_sub_wrong.png,0,RandomDot26.png,No answer,19,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_31XdkdkFfWXTP68,1,2024-05-25_16h00.03.236,interaction task,2021.2.3,Win32,119.047619,120326,,,,,,,,,,,,,,,,Greater,Smaller,,,-0.263953488,-0.461111111,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,64,1.6792,space,42,0.6037,,,,,,0,33,33,33,1,2,only_sub_right.png,2,RandomDot16.png,No answer,20,1.4827,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_31XdkdkFfWXTP68,1,2024-05-25_16h00.03.236,interaction task,2021.2.3,Win32,119.047619,120326,,,,,,,,,,,,,,,,Smaller,Greater,,,-0.268023256,-0.454166667,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,51.40944327,3.8976,space,49.23655156,3.181,0,34,34,34,1,1,both_wrong.png,3,RandomDot12.png,No answer,21,,1.2575,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_31XdkdkFfWXTP68,1,2024-05-25_16h00.03.236,interaction task,2021.2.3,Win32,119.047619,120326,,,,,,,,,,,,,,,,Smaller,Greater,,,0.275,-0.497222222,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,,,,,,0,35,35,35,1,0,both_right.png,2,RandomDot29.png,No answer,20,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_31XdkdkFfWXTP68,1,2024-05-25_16h00.03.236,interaction task,2021.2.3,Win32,119.047619,120326,,,,,,,,,,,,,,,,Greater,Smaller,,,-0.288953488,-0.463888889,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,58.75029363,1.4287,space,47.35729387,0.7292,0,36,36,36,1,2,only_sub_right.png,3,RandomDot20.png,No answer,21,,0.7203,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_31XdkdkFfWXTP68,1,2024-05-25_16h00.03.236,interaction task,2021.2.3,Win32,119.047619,120326,,,,,,,,,,,,,,,,Greater,Smaller,,,-0.287209302,-0.543055556,1,0,0,LeftButton,"[""LeftButton""]",,,,,2.51744186,1.3317,space,,,,,,,,,,,0,37,37,37,1,2,only_sub_right.png,1,RandomDot3.png,No answer,20,,,0.8995,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_31XdkdkFfWXTP68,1,2024-05-25_16h00.03.236,interaction task,2021.2.3,Win32,119.047619,120326,,,,,,,,,,,,,,,,Greater,Smaller,,,0.279069767,-0.493055556,1,0,0,RightButton,"[""RightButton""]",,,,,5,2.2553,space,,,,,,,,,,,0,38,38,38,1,3,only_sub_wrong.png,1,RandomDot1.png,No answer,19,,,1.3282,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_31XdkdkFfWXTP68,1,2024-05-25_16h00.03.236,interaction task,2021.2.3,Win32,119.047619,120326,,,,,,,,,,,,,,,,Greater,Smaller,,,0.29127907,-0.473611111,1,0,0,RightButton,"[""RightButton""]",100,2.6819,space,2.4205,,,,,,,,,,,,,,0,39,39,39,1,1,both_wrong.png,0,RandomDot16.png,No answer,19,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_31XdkdkFfWXTP68,1,2024-05-25_16h00.03.236,interaction task,2021.2.3,Win32,119.047619,120326,,,,,,,,,,,,,,,,Greater,Smaller,,,0.312790698,-0.544444444,1,0,0,RightButton,"[""RightButton""]",,,,,5,1.9403,space,,,,,,,,,,,0,40,40,40,1,3,only_sub_wrong.png,1,RandomDot8.png,No answer,21,,,1.3859,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_31XdkdkFfWXTP68,1,2024-05-25_16h00.03.236,interaction task,2021.2.3,Win32,119.047619,120326,,,,,,,,,,,,,,,,Smaller,Greater,,,0.278488372,-0.533333333,1,0,0,RightButton,"[""RightButton""]",,,,,4.985465116,2.1396,space,,,,,,,,,,,0,41,41,41,1,2,only_sub_right.png,1,RandomDot15.png,No answer,19,,,2.4401,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_31XdkdkFfWXTP68,1,2024-05-25_16h00.03.236,interaction task,2021.2.3,Win32,119.047619,120326,,,,,,,,,,,,,,,,Greater,Smaller,,,-0.280232558,-0.452777778,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,100,1.0606,space,0,3.4331,,,,,,2,only_sub_right.png,3,RandomDot10.png,No answer,19,,1.3022,,,0,0,0,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_31XdkdkFfWXTP68,1,2024-05-25_16h00.03.236,interaction task,2021.2.3,Win32,119.047619,120326,,,,,,,,,,,,,,,,Smaller,Greater,,,0.270930233,-0.534722222,1,0,0,RightButton,"[""RightButton""]",64,25.7094,space,0.7537,,,,,,,,,,,,,,,,,,,1,both_wrong.png,0,RandomDot14.png,No answer,21,,,,,0,1,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_31XdkdkFfWXTP68,1,2024-05-25_16h00.03.236,interaction task,2021.2.3,Win32,119.047619,120326,,,,,,,,,,,,,,,,Greater,Smaller,,,0.270930233,-0.511111111,1,0,0,RightButton,"[""RightButton""]",,,,,,,,73,5.9974,space,16,3.1296,,,,,,,,,,,3,only_sub_wrong.png,2,RandomDot23.png,No answer,20,3.567,,,,0,2,2,0,1
