chooserow,ParID,pre_instru_resp_2.keys,pre_instru_resp_2.rt,pre_instru_resp_3.keys,pre_instru_resp_3.rt,pre_instru_resp_9.keys,pre_instru_resp_9.rt,pre_instru_resp_8.keys,pre_instru_resp_8.rt,pre_instru_resp_4.keys,pre_instru_resp_4.rt,pre_instru_resp_5.keys,pre_instru_resp_5.rt,pre_instru_resp_6.keys,pre_instru_resp_6.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,SONAid,pre_instru_resp.keys,pre_instru_resp.rt,clicked,judge_2.x,judge_2.y,judge_2.leftButton,judge_2.midButton,judge_2.rightButton,judge_2.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prac_answer,prac_dot_sti,dotlefttext,dotrighttext,prac_acc,judge.x,judge.y,judge.leftButton,judge.midButton,judge.rightButton,judge.clicked_name,clicked_guilt,slider_guilt.response,slider_guilt.rt,key_guilt.keys,key_guilt.rt,share_slider.response,share_slider.rt,key_share.keys,slider_apology.response,slider_apology.rt,key_apology.keys,slider_hide.response,slider_hide.rt,slider_forgiveness.response,slider_forgiveness.rt,key_forgiveness.keys,slider_mad.response,slider_mad.rt,trialseq.thisRepN,trialseq.thisTrialN,trialseq.thisN,trialseq.thisIndex,trialseq.ran,type_trial,stipic,DV,picture,answer,number,key_apology.rt,key_share.rt,key_forgiveness.rt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1JOTZSNdzRD5obR,1,2024-05-14_20h22.54.419,interaction task,2021.2.3,Win32,60.24096386,120606,,,,,,,,,,,,,,,,,Smaller,Greater,,0.345833397,-0.495,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,60.6271108,1.7177,space,58.73317141,13.511,0,25,25,25,1,3,only_sub_wrong.png,3,RandomDot38.png,No answer,20,,,9.533
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1JOTZSNdzRD5obR,1,2024-05-14_20h22.54.419,interaction task,2021.2.3,Win32,60.24096386,120606,,,,,,,,,,,,,,,,,Smaller,Greater,,0.321875,-0.503333435,1,0,0,RightButton,"[""RightButton""]",60,4.1955,space,2.4479,,,,,,,,,,,,,,0,26,26,26,1,1,both_wrong.png,0,RandomDot23.png,No answer,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1JOTZSNdzRD5obR,1,2024-05-14_20h22.54.419,interaction task,2021.2.3,Win32,60.24096386,120606,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.273958302,-0.48,1,0,0,LeftButton,"[""LeftButton""]",,,,,4.979166985,5.4819,space,,,,,,,,,,,0,27,27,27,1,2,only_sub_right.png,1,RandomDot34.png,No answer,19,,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1JOTZSNdzRD5obR,1,2024-05-14_20h22.54.419,interaction task,2021.2.3,Win32,60.24096386,120606,,,,,,,,,,,,,,,,,Smaller,Greater,,0.269791698,-0.523333435,1,0,0,RightButton,"[""RightButton""]",,,,,,,,89,2.2708,space,36,6.2787,,,,,,0,28,28,28,1,3,only_sub_wrong.png,2,RandomDot22.png,No answer,19,2.3443,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1JOTZSNdzRD5obR,1,2024-05-14_20h22.54.419,interaction task,2021.2.3,Win32,60.24096386,120606,,,,,,,,,,,,,,,,,Smaller,Greater,,0.263541698,-0.526666718,1,0,0,RightButton,"[""RightButton""]",,,,,5,8.6791,space,,,,,,,,,,,0,29,29,29,1,1,both_wrong.png,1,RandomDot29.png,No answer,19,,5.008,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1JOTZSNdzRD5obR,1,2024-05-14_20h22.54.419,interaction task,2021.2.3,Win32,60.24096386,120606,,,,,,,,,,,,,,,,,Smaller,Greater,,0.296875,-0.518333435,1,0,0,RightButton,"[""RightButton""]",,,,,,,,60,2.8939,space,10,4.3712,,,,,,0,30,30,30,1,1,both_wrong.png,2,RandomDot21.png,No answer,20,0.3302,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1JOTZSNdzRD5obR,1,2024-05-14_20h22.54.419,interaction task,2021.2.3,Win32,60.24096386,120606,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.242708302,-0.536666718,1,0,0,LeftButton,"[""LeftButton""]",,,,,5,8.6061,space,,,,,,,,,,,0,31,31,31,1,3,only_sub_wrong.png,1,RandomDot6.png,No answer,21,,4.8748,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1JOTZSNdzRD5obR,1,2024-05-14_20h22.54.419,interaction task,2021.2.3,Win32,60.24096386,120606,,,,,,,,,,,,,,,,,Smaller,Greater,,0.273958397,-0.496666718,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,40.8459596,6.5852,space,49.68434343,8.9338,0,32,32,32,1,1,both_wrong.png,3,RandomDot23.png,No answer,20,,,0.654
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1JOTZSNdzRD5obR,1,2024-05-14_20h22.54.419,interaction task,2021.2.3,Win32,60.24096386,120606,,,,,,,,,,,,,,,,,Smaller,Greater,,0.290625,-0.495,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,49.89478757,2.8623,space,49.7895655,4.3467,0,33,33,33,1,3,only_sub_wrong.png,3,RandomDot9.png,No answer,19,,,0.9735
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1JOTZSNdzRD5obR,1,2024-05-14_20h22.54.419,interaction task,2021.2.3,Win32,60.24096386,120606,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.334375,-0.521666718,1,0,0,LeftButton,"[""LeftButton""]",,,,,4.96875,2.2228,space,,,,,,,,,,,0,34,34,34,1,2,only_sub_right.png,1,RandomDot38.png,No answer,19,,2.3281,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1JOTZSNdzRD5obR,1,2024-05-14_20h22.54.419,interaction task,2021.2.3,Win32,60.24096386,120606,,,,,,,,,,,,,,,,,Smaller,Greater,,0.269791698,-0.535,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,70.09680777,4.2668,space,39.05724227,10.0388,0,35,35,35,1,2,only_sub_right.png,3,RandomDot30.png,No answer,20,,,1.7722
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1JOTZSNdzRD5obR,1,2024-05-14_20h22.54.419,interaction task,2021.2.3,Win32,60.24096386,120606,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.260416651,-0.48,1,0,0,LeftButton,"[""LeftButton""]",71,2.8427,space,0.5185,,,,,,,,,,,,,,0,36,36,36,1,3,only_sub_wrong.png,0,RandomDot25.png,No answer,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1JOTZSNdzRD5obR,1,2024-05-14_20h22.54.419,interaction task,2021.2.3,Win32,60.24096386,120606,,,,,,,,,,,,,,,,,Greater,Smaller,,0.297916698,-0.49,1,0,0,RightButton,"[""RightButton""]",50,7.5986,space,2.8601,,,,,,,,,,,,,,0,37,37,37,1,2,only_sub_right.png,0,RandomDot33.png,No answer,21,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1JOTZSNdzRD5obR,1,2024-05-14_20h22.54.419,interaction task,2021.2.3,Win32,60.24096386,120606,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.258333302,-0.528333435,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,59.25926247,2.191,space,50.7365352,6.0311,0,38,38,38,1,2,only_sub_right.png,3,RandomDot7.png,No answer,20,,,1.6665
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1JOTZSNdzRD5obR,1,2024-05-14_20h22.54.419,interaction task,2021.2.3,Win32,60.24096386,120606,,,,,,,,,,,,,,,,,Greater,Smaller,,0.259375,-0.528333435,1,0,0,RightButton,"[""RightButton""]",,,,,,,,75,3.092,space,40,6.6111,,,,,,0,39,39,39,1,3,only_sub_wrong.png,2,RandomDot23.png,No answer,20,2.4368,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1JOTZSNdzRD5obR,1,2024-05-14_20h22.54.419,interaction task,2021.2.3,Win32,60.24096386,120606,,,,,,,,,,,,,,,,,Greater,Smaller,,0.352083397,-0.54,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,60.1010101,5.0833,space,44.21296939,7.5807,0,40,40,40,1,2,only_sub_right.png,3,RandomDot23.png,No answer,20,,,0.7349
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1JOTZSNdzRD5obR,1,2024-05-14_20h22.54.419,interaction task,2021.2.3,Win32,60.24096386,120606,,,,,,,,,,,,,,,,,Smaller,Greater,,0.365625,-0.52,1,0,0,RightButton,"[""RightButton""]",71,8.4827,space,3.8647,,,,,,,,,,,,,,0,41,41,41,1,3,only_sub_wrong.png,0,RandomDot2.png,No answer,20,,,
