chooserow,ParID,pre_instru_resp_2.keys,pre_instru_resp_2.rt,pre_instru_resp_3.keys,pre_instru_resp_3.rt,pre_instru_resp_9.keys,pre_instru_resp_9.rt,pre_instru_resp_8.keys,pre_instru_resp_8.rt,pre_instru_resp_4.keys,pre_instru_resp_4.rt,pre_instru_resp_5.keys,pre_instru_resp_5.rt,pre_instru_resp_6.keys,pre_instru_resp_6.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,pre_instru_resp.keys,pre_instru_resp.rt,clicked,judge_2.x,judge_2.y,judge_2.leftButton,judge_2.midButton,judge_2.rightButton,judge_2.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prac_answer,prac_dot_sti,dotlefttext,dotrighttext,prac_acc,judge.x,judge.y,judge.leftButton,judge.midButton,judge.rightButton,judge.clicked_name,clicked_guilt,slider_guilt.response,slider_guilt.rt,key_guilt.keys,share_slider.response,share_slider.rt,key_share.keys,slider_apology.response,slider_apology.rt,key_apology.keys,slider_hide.response,slider_hide.rt,slider_forgiveness.response,slider_forgiveness.rt,key_forgiveness.keys,slider_mad.response,slider_mad.rt,trialseq.thisRepN,trialseq.thisTrialN,trialseq.thisN,trialseq.thisIndex,trialseq.ran,type_trial,stipic,DV,picture,answer,number,incompleteTrials,key_guilt.rt,key_forgiveness.rt,key_apology.rt,key_share.rt,trials_redo.thisRepN,trials_redo.thisTrialN,trials_redo.thisN,trials_redo.thisIndex,trials_redo.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7dS7fGcto4aBF0E,1,2024-04-01_18h51.43.993,interaction task,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,Greater,Smaller,,0.490625,0.188888889,0,0,0,,[],,,,,,,,,,,,,,,,,0,43,43,4,1,0,both_right.png,1,RandomDot30.png,No answer,20,175,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7dS7fGcto4aBF0E,1,2024-04-01_18h51.43.993,interaction task,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,Greater,Smaller,,0.323958333,-0.496296296,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,,,,,0,44,44,11,1,0,both_right.png,3,RandomDot17.png,No answer,21,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7dS7fGcto4aBF0E,1,2024-04-01_18h51.43.993,interaction task,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,Greater,Smaller,,0.058333333,-0.468518519,0,0,0,,[],,,,,,,,,,,,,,,,,0,45,45,19,1,1,both_wrong.png,2,RandomDot9.png,No answer,21,180,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7dS7fGcto4aBF0E,1,2024-04-01_18h51.43.993,interaction task,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,Smaller,Greater,,0.35,-0.511111111,1,0,0,RightButton,"[""RightButton""]",74,1.622,space,,,,,,,,,,,,,,0,46,46,25,1,2,only_sub_right.png,0,RandomDot29.png,No answer,20,,1.3603,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7dS7fGcto4aBF0E,1,2024-04-01_18h51.43.993,interaction task,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,Smaller,Greater,,0.284375,0.194444444,0,0,0,,[],,,,,,,,,,,,,,,,,0,47,47,39,1,3,only_sub_wrong.png,1,RandomDot6.png,No answer,20,183,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7dS7fGcto4aBF0E,1,2024-04-01_18h51.43.993,interaction task,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,Greater,Smaller,,0.348958333,-0.503703704,1,0,0,RightButton,"[""RightButton""]",,,,,,,99,2.1761,space,84,1.3248,,,,,,0,48,48,31,1,2,only_sub_right.png,2,RandomDot18.png,No answer,19,,,,0.9269,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7dS7fGcto4aBF0E,1,2024-04-01_18h51.43.993,interaction task,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,Smaller,Greater,,0.480208333,0.37962963,0,0,0,,[],,,,,,,,,,,,,,,,,0,49,49,23,1,1,both_wrong.png,3,RandomDot12.png,No answer,21,199,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7dS7fGcto4aBF0E,1,2024-04-01_18h51.43.993,interaction task,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,Greater,Smaller,,0.265625,-0.514814815,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,54.10353535,2.7855,space,73.88468013,2.1717,,,,,,3,only_sub_wrong.png,3,RandomDot20.png,No answer,19,,,1.2218,,,0,0,0,14,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7dS7fGcto4aBF0E,1,2024-04-01_18h51.43.993,interaction task,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,Smaller,Greater,,0.247916667,-0.531481481,1,0,0,RightButton,"[""RightButton""]",47,4.8971,space,,,,,,,,,,,,,,,,,,,2,only_sub_right.png,0,RandomDot29.png,No answer,20,,0.9995,,,,0,1,1,7,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7dS7fGcto4aBF0E,1,2024-04-01_18h51.43.993,interaction task,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.284375,-0.52037037,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,,,,,,,,,,0,both_right.png,1,RandomDot21.png,No answer,20,,,,,,0,2,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7dS7fGcto4aBF0E,1,2024-04-01_18h51.43.993,interaction task,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.341666667,-0.507407407,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,33.58585859,1.7619,space,21.8013468,0.9921,,,,,,3,only_sub_wrong.png,3,RandomDot17.png,No answer,19,,,1.0881,,,0,3,3,15,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7dS7fGcto4aBF0E,1,2024-04-01_18h51.43.993,interaction task,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,Smaller,Greater,,0.335416667,-0.488888889,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,,,,,,,,,,0,both_right.png,2,RandomDot2.png,No answer,20,,,,,,0,4,4,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7dS7fGcto4aBF0E,1,2024-04-01_18h51.43.993,interaction task,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,Smaller,Greater,,0.252083333,-0.483333333,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,,,,,,,,,,0,both_right.png,2,RandomDot29.png,No answer,20,,,,,,0,5,5,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7dS7fGcto4aBF0E,1,2024-04-01_18h51.43.993,interaction task,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,Greater,Smaller,,0.270833333,-0.483333333,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,,,,,,,,,,0,both_right.png,2,RandomDot39.png,No answer,20,,,,,,0,6,6,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7dS7fGcto4aBF0E,1,2024-04-01_18h51.43.993,interaction task,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,Smaller,Greater,,0.270833333,-0.483333333,1,0,0,RightButton,"[""RightButton""]",76,2.6523,space,,,,,,,,,,,,,,,,,,,3,only_sub_wrong.png,0,RandomDot26.png,No answer,19,,0.8897,,,,0,7,7,11,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7dS7fGcto4aBF0E,1,2024-04-01_18h51.43.993,interaction task,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,Smaller,Greater,,0.301041667,-0.533333333,1,0,0,RightButton,"[""RightButton""]",64,1.6616,space,,,,,,,,,,,,,,,,,,,2,only_sub_right.png,0,RandomDot16.png,No answer,21,,0.826,,,,0,8,8,8,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7dS7fGcto4aBF0E,1,2024-04-01_18h51.43.993,interaction task,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,Smaller,Greater,,0.290625,-0.472222222,1,0,0,RightButton,"[""RightButton""]",,,,,,,80,8.9461,space,81,9.5314,,,,,,,,,,,3,only_sub_wrong.png,2,RandomDot17.png,No answer,19,,,,0.8013,,0,9,9,13,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7dS7fGcto4aBF0E,1,2024-04-01_18h51.43.993,interaction task,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,Greater,Smaller,,0.146875,-0.662962963,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,2,only_sub_right.png,2,RandomDot36.png,No answer,21,199,,,,,0,10,10,10,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7dS7fGcto4aBF0E,1,2024-04-01_18h51.43.993,interaction task,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,Smaller,Greater,,0.146875,-0.662962963,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,3,only_sub_wrong.png,1,RandomDot6.png,No answer,20,199,,,,,0,11,11,12,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7dS7fGcto4aBF0E,1,2024-04-01_18h51.43.993,interaction task,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,Smaller,Greater,,0.146875,-0.662962963,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,2,only_sub_right.png,1,RandomDot14.png,No answer,20,199,,,,,0,12,12,9,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7dS7fGcto4aBF0E,1,2024-04-01_18h51.43.993,interaction task,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,Greater,Smaller,,0.146875,-0.662962963,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,0,both_right.png,1,RandomDot30.png,No answer,20,199,,,,,0,13,13,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7dS7fGcto4aBF0E,1,2024-04-01_18h51.43.993,interaction task,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,Smaller,Greater,,0.146875,-0.662962963,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,1,both_wrong.png,1,RandomDot29.png,No answer,19,199,,,,,0,14,14,6,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7dS7fGcto4aBF0E,1,2024-04-01_18h51.43.993,interaction task,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,Greater,Smaller,,0.146875,-0.662962963,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,0,both_right.png,1,RandomDot35.png,No answer,21,199,,,,,0,15,15,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7dS7fGcto4aBF0E,1,2024-04-01_18h51.43.993,interaction task,2021.2.3,Win32,60.24096386,,,,,,,,,,,,,,,,,Greater,Smaller,,0.146875,-0.662962963,0,0,0,,[],,,,,,,,,,,,,,,,,,,,,,5,both_right.png,10,RandomDot42.png,RightButton,19,199,,,,,0,16,16,16,1
