choose_trial,key_resp.keys,key_resp.rt,key_resp_4.keys,key_resp_4.rt,session_trait,slider_face_judge.response,slider_face_judge.rt,key_resp_3.keys,key_resp_3.rt,face_loop.thisRepN,face_loop.thisTrialN,face_loop.thisN,face_loop.thisIndex,face_loop.ran,face_serial,image_name,isCheck,answer,check_question,participant,session,date,expName,psychopyVersion,OS,frameRate,SONAid,session.thisRepN,session.thisTrialN,session.thisN,session.thisIndex,session.ran,session.order,session_serial,slider_judge_img,face_loop.order
,,,,,,,,,,0,39,39,14,1,15,image/15.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,39,39,14,1,15,image/15.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,40,40,18,1,19,image/19.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,40,40,18,1,19,image/19.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,40,40,18,1,19,image/19.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,41,41,49,1,50,image/50.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,41,41,49,1,50,image/50.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,41,41,49,1,50,image/50.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,42,42,19,1,20,image/20.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,42,42,19,1,20,image/20.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,42,42,19,1,20,image/20.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,43,43,22,1,23,image/23.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,43,43,22,1,23,image/23.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,43,43,22,1,23,image/23.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,44,44,29,1,30,image/30.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,44,44,29,1,30,image/30.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,44,44,29,1,30,image/30.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,45,45,43,1,44,image/44.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,45,45,43,1,44,image/44.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,45,45,43,1,44,image/44.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,46,46,42,1,43,image/43.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,46,46,42,1,43,image/43.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,46,46,42,1,43,image/43.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,47,47,30,1,31,image/31.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,47,47,30,1,31,image/31.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,47,47,30,1,31,image/31.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,48,48,38,1,39,image/39.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,48,48,38,1,39,image/39.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,48,48,38,1,39,image/39.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,49,49,36,1,37,image/37.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,49,49,36,1,37,image/37.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,49,49,36,1,37,image/37.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,50,50,10,1,11,image/11.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,50,50,10,1,11,image/11.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,50,50,10,1,11,image/11.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,51,51,5,1,6,image/6.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,51,51,5,1,6,image/6.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,51,51,5,1,6,image/6.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,52,52,21,1,22,image/22.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,52,52,21,1,22,image/22.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,3,0,critical.png,52
,,,,,,,,,,0,52,52,21,1,22,image/22.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,0,0,0,1,,0,critical.png,
,,,,,competent,2.987180583,2.5578,space,0.3012,0,0,0,52,1,59,image/59.jpg,1,3,Please drag the slider to around 3 to indicate that you are paying attention,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,3.274013672,1.7641,space,0.1534,0,1,1,3,1,4,image/4.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,2,2,33,1,34,image/34.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,2,2,33,1,34,image/34.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,2,2,33,1,34,image/34.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,3,3,31,1,32,image/32.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,3,3,31,1,32,image/32.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,3,3,31,1,32,image/32.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,4,4,38,1,39,image/39.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,4,4,38,1,39,image/39.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,4,4,38,1,39,image/39.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,5,5,21,1,22,image/22.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,5,5,21,1,22,image/22.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,5,5,21,1,22,image/22.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,6,6,45,1,46,image/46.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,6,6,45,1,46,image/46.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,6,6,45,1,46,image/46.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,7,7,28,1,29,image/29.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,7,7,28,1,29,image/29.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,7,7,28,1,29,image/29.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,8,8,6,1,7,image/7.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,8,8,6,1,7,image/7.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,8,8,6,1,7,image/7.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,9,9,48,1,49,image/49.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,9,9,48,1,49,image/49.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,9,9,48,1,49,image/49.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,10,10,4,1,5,image/5.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,10,10,4,1,5,image/5.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,10,10,4,1,5,image/5.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,11,11,42,1,43,image/43.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,11,11,42,1,43,image/43.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,11,11,42,1,43,image/43.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,12,12,50,1,51,image/51.jpg,1,5,Please drag the slider to around 5 to indicate that you are paying attention,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,12,12,50,1,51,image/51.jpg,1,5,Please drag the slider to around 5 to indicate that you are paying attention,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,12,12,50,1,51,image/51.jpg,1,5,Please drag the slider to around 5 to indicate that you are paying attention,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,13,13,9,1,10,image/10.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,13,13,9,1,10,image/10.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,13,13,9,1,10,image/10.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,14,14,27,1,28,image/28.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,14,14,27,1,28,image/28.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,14,14,27,1,28,image/28.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,15,15,49,1,50,image/50.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,15,15,49,1,50,image/50.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,15,15,49,1,50,image/50.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,16,16,13,1,14,image/14.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,16,16,13,1,14,image/14.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,16,16,13,1,14,image/14.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,17,17,0,1,1,image/1.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,17,17,0,1,1,image/1.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,17,17,0,1,1,image/1.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,18,18,18,1,19,image/19.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,18,18,18,1,19,image/19.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,18,18,18,1,19,image/19.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,19,19,46,1,47,image/47.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,19,19,46,1,47,image/47.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,19,19,46,1,47,image/47.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,20,20,20,1,21,image/21.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,20,20,20,1,21,image/21.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,20,20,20,1,21,image/21.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,21,21,14,1,15,image/15.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,21,21,14,1,15,image/15.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,21,21,14,1,15,image/15.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,22,22,10,1,11,image/11.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,22,22,10,1,11,image/11.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,22,22,10,1,11,image/11.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,23,23,39,1,40,image/40.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,23,23,39,1,40,image/40.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,23,23,39,1,40,image/40.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,24,24,8,1,9,image/9.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,24,24,8,1,9,image/9.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,24,24,8,1,9,image/9.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,25,25,5,1,6,image/6.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,25,25,5,1,6,image/6.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,25,25,5,1,6,image/6.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,26,26,24,1,25,image/25.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,26,26,24,1,25,image/25.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,26,26,24,1,25,image/25.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,27,27,51,1,56,image/56.jpg,1,2,Please drag the slider to around 2 to indicate that you are paying attention,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,27,27,51,1,56,image/56.jpg,1,2,Please drag the slider to around 2 to indicate that you are paying attention,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
,,,,,,,,,,0,27,27,51,1,56,image/56.jpg,1,2,Please drag the slider to around 2 to indicate that you are paying attention,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,,0,28,28,36,1,37,image/37.jpg,0,0,,R_5pSuadkN58kbdOq,2,2024-04-16_08h02.55.012,face trait task,2021.2.3,MacIntel,60.24096386,,0,1,1,1,1,3,1,competent.png,52
