chooserow,ParID,pre_instru_resp_2.keys,pre_instru_resp_2.rt,pre_instru_resp_3.keys,pre_instru_resp_3.rt,pre_instru_resp_9.keys,pre_instru_resp_9.rt,pre_instru_resp_8.keys,pre_instru_resp_8.rt,pre_instru_resp_4.keys,pre_instru_resp_4.rt,pre_instru_resp_5.keys,pre_instru_resp_5.rt,pre_instru_resp_6.keys,pre_instru_resp_6.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,SONAid,pre_instru_resp.keys,pre_instru_resp.rt,clicked,judge_2.x,judge_2.y,judge_2.leftButton,judge_2.midButton,judge_2.rightButton,judge_2.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prac_answer,prac_dot_sti,dotlefttext,dotrighttext,prac_acc,judge.x,judge.y,judge.leftButton,judge.midButton,judge.rightButton,judge.clicked_name,clicked_guilt,slider_guilt.response,slider_guilt.rt,key_guilt.keys,share_slider.response,share_slider.rt,key_share.keys,slider_apology.response,slider_apology.rt,key_apology.keys,key_apology.rt,slider_hide.response,slider_hide.rt,slider_forgiveness.response,slider_forgiveness.rt,key_forgiveness.keys,slider_mad.response,slider_mad.rt,trialseq.thisRepN,trialseq.thisTrialN,trialseq.thisN,trialseq.thisIndex,trialseq.ran,type_trial,stipic,DV,picture,answer,number,key_guilt.rt,key_share.rt,key_forgiveness.rt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_2ewvKYOw2lIyB6E,1,2024-04-16_16h00.00.443,interaction task,2021.2.3,MacIntel,59.88023952,120778,,,,,,,,,,,,,,,,,Greater,Smaller,,0.235221999,-0.516433934,1,0,0,RightButton,"[""RightButton""]",,,,,,,61,1.6134,space,0.8163,60,2.4463,,,,,,0,16,16,16,1,1,both_wrong.png,2,RandomDot10.png,No answer,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_2ewvKYOw2lIyB6E,1,2024-04-16_16h00.00.443,interaction task,2021.2.3,MacIntel,59.88023952,120778,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.267143113,-0.544804382,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,,,,,,0,17,17,17,1,0,both_right.png,3,RandomDot36.png,No answer,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_2ewvKYOw2lIyB6E,1,2024-04-16_16h00.00.443,interaction task,2021.2.3,MacIntel,59.88023952,120778,,,,,,,,,,,,,,,,,Greater,Smaller,,0.228574889,-0.539937919,1,0,0,RightButton,"[""RightButton""]",,,,0.012097359,3.2649,space,,,,,,,,,,,,0,18,18,18,1,3,only_sub_wrong.png,1,RandomDot22.png,No answer,19,,0.5334,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_2ewvKYOw2lIyB6E,1,2024-04-16_16h00.00.443,interaction task,2021.2.3,MacIntel,59.88023952,120778,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.289028576,-0.467653329,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,11,3.9954,space,0.2845,9,5.9292,,,,,,0,19,19,19,1,2,only_sub_right.png,2,RandomDot22.png,No answer,19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_2ewvKYOw2lIyB6E,1,2024-04-16_16h00.00.443,interaction task,2021.2.3,MacIntel,59.88023952,120778,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.315503529,-0.470326778,1,0,0,LeftButton,"[""LeftButton""]",,,,0.013201237,3.93,space,,,,,,,,,,,,0,20,20,20,1,2,only_sub_right.png,1,RandomDot4.png,No answer,19,,0.9837,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_2ewvKYOw2lIyB6E,1,2024-04-16_16h00.00.443,interaction task,2021.2.3,MacIntel,59.88023952,120778,,,,,,,,,,,,,,,,,Greater,Smaller,,0.224304199,-0.487002563,1,0,0,RightButton,"[""RightButton""]",,,,0.019944395,2.4051,space,,,,,,,,,,,,0,21,21,21,1,3,only_sub_wrong.png,1,RandomDot1.png,No answer,19,,0.3864,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_2ewvKYOw2lIyB6E,1,2024-04-16_16h00.00.443,interaction task,2021.2.3,MacIntel,59.88023952,120778,,,,,,,,,,,,,,,,,Greater,Smaller,,0.270859991,-0.517929731,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,89.85370564,2.3942,space,31.82673131,3.9519,0,22,22,22,1,2,only_sub_right.png,3,RandomDot36.png,No answer,20,,,0.367
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_2ewvKYOw2lIyB6E,1,2024-04-16_16h00.00.443,interaction task,2021.2.3,MacIntel,59.88023952,120778,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.29783317,-0.463976397,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,,,,,,0,23,23,23,1,4,both_right.png,10,RandomDot41.png,LeftButton,5,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_2ewvKYOw2lIyB6E,1,2024-04-16_16h00.00.443,interaction task,2021.2.3,MacIntel,59.88023952,120778,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.269085952,-0.488504682,1,0,0,LeftButton,"[""LeftButton""]",19,1.7962,space,,,,,,,,,,,,,,,0,24,24,24,1,2,only_sub_right.png,0,RandomDot37.png,No answer,21,0.2177,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_2ewvKYOw2lIyB6E,1,2024-04-16_16h00.00.443,interaction task,2021.2.3,MacIntel,59.88023952,120778,,,,,,,,,,,,,,,,,Smaller,Greater,,0.238542693,-0.460537284,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,71.7565864,1.9589,space,60.05160344,4.8025,0,25,25,25,1,3,only_sub_wrong.png,3,RandomDot22.png,No answer,21,,,1.0171
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_2ewvKYOw2lIyB6E,1,2024-04-16_16h00.00.443,interaction task,2021.2.3,MacIntel,59.88023952,120778,,,,,,,,,,,,,,,,,Greater,Smaller,,0.304863385,-0.488231768,1,0,0,RightButton,"[""RightButton""]",,,,,,,49,3.8887,space,0.5004,50,5.1871,,,,,,0,26,26,26,1,1,both_wrong.png,2,RandomDot24.png,No answer,19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_2ewvKYOw2lIyB6E,1,2024-04-16_16h00.00.443,interaction task,2021.2.3,MacIntel,59.88023952,120778,,,,,,,,,,,,,,,,,Greater,Smaller,,0.371194158,-0.47942276,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,,,,,,0,27,27,27,1,0,both_right.png,0,RandomDot34.png,No answer,19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_2ewvKYOw2lIyB6E,1,2024-04-16_16h00.00.443,interaction task,2021.2.3,MacIntel,59.88023952,120778,,,,,,,,,,,,,,,,,Greater,Smaller,,0.301464353,-0.495914132,1,0,0,RightButton,"[""RightButton""]",18,1.7307,space,,,,,,,,,,,,,,,0,28,28,28,1,2,only_sub_right.png,0,RandomDot26.png,No answer,19,0.4039,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_2ewvKYOw2lIyB6E,1,2024-04-16_16h00.00.443,interaction task,2021.2.3,MacIntel,59.88023952,120778,,,,,,,,,,,,,,,,,Smaller,Greater,,0.314548356,-0.487331499,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,70.77536149,3.3386,space,49.07989007,5.1117,0,29,29,29,1,2,only_sub_right.png,3,RandomDot7.png,No answer,20,,,0.1365
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_2ewvKYOw2lIyB6E,1,2024-04-16_16h00.00.443,interaction task,2021.2.3,MacIntel,59.88023952,120778,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.233277798,-0.479829625,1,0,0,LeftButton,"[""LeftButton""]",50,2.1305,space,,,,,,,,,,,,,,,0,30,30,30,1,3,only_sub_wrong.png,0,RandomDot15.png,No answer,20,0.4842,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_2ewvKYOw2lIyB6E,1,2024-04-16_16h00.00.443,interaction task,2021.2.3,MacIntel,59.88023952,120778,,,,,,,,,,,,,,,,,Greater,Smaller,,0.313959394,-0.467716544,1,0,0,RightButton,"[""RightButton""]",,,,,,,49,1.5299,space,0.267,49,2.4134,,,,,,0,31,31,31,1,3,only_sub_wrong.png,2,RandomDot20.png,No answer,19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_2ewvKYOw2lIyB6E,1,2024-04-16_16h00.00.443,interaction task,2021.2.3,MacIntel,59.88023952,120778,,,,,,,,,,,,,,,,,Smaller,Greater,,0.304347856,-0.470854296,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,78.92649707,2.1279,space,34.79858965,3.5445,0,32,32,32,1,1,both_wrong.png,3,RandomDot29.png,No answer,19,,,0.5198
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_2ewvKYOw2lIyB6E,1,2024-04-16_16h00.00.443,interaction task,2021.2.3,MacIntel,59.88023952,120778,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.221148423,-0.540267835,1,0,0,LeftButton,"[""LeftButton""]",,,,0.030453375,1.9145,space,,,,,,,,,,,,0,33,33,33,1,2,only_sub_right.png,1,RandomDot15.png,No answer,19,,0.4848,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_2ewvKYOw2lIyB6E,1,2024-04-16_16h00.00.443,interaction task,2021.2.3,MacIntel,59.88023952,120778,,,,,,,,,,,,,,,,,Greater,Smaller,,0.321905681,-0.461461312,1,0,0,RightButton,"[""RightButton""]",,,,0.117077998,2.9725,space,,,,,,,,,,,,0,34,34,34,1,3,only_sub_wrong.png,1,RandomDot8.png,No answer,21,,1.1704,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_2ewvKYOw2lIyB6E,1,2024-04-16_16h00.00.443,interaction task,2021.2.3,MacIntel,59.88023952,120778,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.275961127,-0.518187605,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,50.0198923,2.7526,space,73.2943828,4.3958,0,35,35,35,1,1,both_wrong.png,3,RandomDot13.png,No answer,21,,,0.2176
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_2ewvKYOw2lIyB6E,1,2024-04-16_16h00.00.443,interaction task,2021.2.3,MacIntel,59.88023952,120778,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.305251462,-0.526531001,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,20,2.381,space,0.4353,26,4.9478,,,,,,0,36,36,36,1,2,only_sub_right.png,2,RandomDot33.png,No answer,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_2ewvKYOw2lIyB6E,1,2024-04-16_16h00.00.443,interaction task,2021.2.3,MacIntel,59.88023952,120778,,,,,,,,,,,,,,,,,Smaller,Greater,,0.249661582,-0.503127289,1,0,0,RightButton,"[""RightButton""]",,,,0.036378077,5.8892,space,,,,,,,,,,,,0,37,37,37,1,1,both_wrong.png,1,RandomDot14.png,No answer,20,,1.0682,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_2ewvKYOw2lIyB6E,1,2024-04-16_16h00.00.443,interaction task,2021.2.3,MacIntel,59.88023952,120778,,,,,,,,,,,,,,,,,Smaller,Greater,,0.297629629,-0.503106907,1,0,0,RightButton,"[""RightButton""]",53,1.8978,space,,,,,,,,,,,,,,,0,38,38,38,1,3,only_sub_wrong.png,0,RandomDot26.png,No answer,19,0.3005,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_2ewvKYOw2lIyB6E,1,2024-04-16_16h00.00.443,interaction task,2021.2.3,MacIntel,59.88023952,120778,,,,,,,,,,,,,,,,,Greater,Smaller,,0.300367355,-0.458198002,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,,,,,,0,39,39,39,1,5,both_right.png,10,RandomDot42.png,RightButton,19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_2ewvKYOw2lIyB6E,1,2024-04-16_16h00.00.443,interaction task,2021.2.3,MacIntel,59.88023952,120778,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.223489557,-0.530090877,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,48.47807753,3.3032,space,42.32231625,4.2755,0,40,40,40,1,1,both_wrong.png,3,RandomDot25.png,No answer,21,,,0.417
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_2ewvKYOw2lIyB6E,1,2024-04-16_16h00.00.443,interaction task,2021.2.3,MacIntel,59.88023952,120778,,,,,,,,,,,,,,,,,Greater,Smaller,,0.370476859,-0.51305651,1,0,0,RightButton,"[""RightButton""]",57,1.6146,space,,,,,,,,,,,,,,,0,41,41,41,1,3,only_sub_wrong.png,0,RandomDot5.png,No answer,20,0.3587,,
