chooserow,ParID,pre_instru_resp_2.keys,pre_instru_resp_2.rt,pre_instru_resp_3.keys,pre_instru_resp_3.rt,pre_instru_resp_9.keys,pre_instru_resp_9.rt,pre_instru_resp_8.keys,pre_instru_resp_8.rt,pre_instru_resp_4.keys,pre_instru_resp_4.rt,pre_instru_resp_5.keys,pre_instru_resp_5.rt,pre_instru_resp_6.keys,pre_instru_resp_6.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,SONAid,pre_instru_resp.keys,pre_instru_resp.rt,clicked,judge_2.x,judge_2.y,judge_2.leftButton,judge_2.midButton,judge_2.rightButton,judge_2.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prac_answer,prac_dot_sti,dotlefttext,dotrighttext,prac_acc,judge.x,judge.y,judge.leftButton,judge.midButton,judge.rightButton,clicked_guilt,incompleteTrials,slider_guilt.response,slider_guilt.rt,key_guilt.keys,share_slider.response,share_slider.rt,key_share.keys,slider_apology.response,slider_apology.rt,key_apology.keys,slider_hide.response,slider_hide.rt,slider_forgiveness.response,slider_forgiveness.rt,key_forgiveness.keys,slider_mad.response,slider_mad.rt,trialseq.thisRepN,trialseq.thisTrialN,trialseq.thisN,trialseq.thisIndex,trialseq.ran,type_trial,stipic,DV,picture,answer,number,judge.clicked_name,key_guilt.rt,key_share.rt,key_apology.rt,key_forgiveness.rt,trials_redo.thisRepN,trials_redo.thisTrialN,trials_redo.thisN,trials_redo.thisIndex,trials_redo.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1RlIO1DP8koMWuo,1,2024-04-09_11h19.55.602,interaction task,2021.2.3,MacIntel,59.17159763,120242,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.222945364,-0.516082681,1,0,0,"[""LeftButton""]",,,,,,,,,,,,,53.91131193,1.388,space,50.98058608,2.2083,0,29,29,29,1,1,both_wrong.png,3,RandomDot13.png,No answer,21,LeftButton,,,,11.6844,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1RlIO1DP8koMWuo,1,2024-04-09_11h19.55.602,interaction task,2021.2.3,MacIntel,59.17159763,120242,,,,,,,,,,,,,,,,,Greater,Smaller,,0.006225586,-0.361631471,0,0,0,[],194,,,,,,,,,,,,,,,,,0,30,30,30,1,4,both_right.png,10,RandomDot41.png,LeftButton,5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1RlIO1DP8koMWuo,1,2024-04-09_11h19.55.602,interaction task,2021.2.3,MacIntel,59.17159763,120242,,,,,,,,,,,,,,,,,Greater,Smaller,,0.006225586,-0.361631471,0,0,0,[],170,,,,,,,,,,,,,,,,,0,31,31,31,1,3,only_sub_wrong.png,2,RandomDot39.png,No answer,20,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1RlIO1DP8koMWuo,1,2024-04-09_11h19.55.602,interaction task,2021.2.3,MacIntel,59.17159763,120242,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.228515625,-0.490569653,1,0,0,"[""LeftButton""]",,,,,2.457885742,21.6851,space,,,,,,,,,,,0,32,32,32,1,1,both_wrong.png,1,RandomDot29.png,No answer,19,LeftButton,,12.181,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1RlIO1DP8koMWuo,1,2024-04-09_11h19.55.602,interaction task,2021.2.3,MacIntel,59.17159763,120242,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.223292301,-0.497849966,1,0,0,"[""LeftButton""]",,,,,,,,62,1.3069,space,48,2.4598,,,,,,0,33,33,33,1,2,only_sub_right.png,2,RandomDot20.png,No answer,20,LeftButton,,,0.3666,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1RlIO1DP8koMWuo,1,2024-04-09_11h19.55.602,interaction task,2021.2.3,MacIntel,59.17159763,120242,,,,,,,,,,,,,,,,,Smaller,Greater,,0.366609272,-0.542574932,1,0,0,"[""RightButton""]",,,,,,,,,,,,,50.73787318,67.7167,space,49.12324831,68.4261,0,34,34,34,1,2,only_sub_right.png,3,RandomDot31.png,No answer,19,RightButton,,,,0.5993,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1RlIO1DP8koMWuo,1,2024-04-09_11h19.55.602,interaction task,2021.2.3,MacIntel,59.17159763,120242,,,,,,,,,,,,,,,,,Greater,Smaller,,0.240356445,-0.50285252,1,0,0,"[""RightButton""]",,,,,2.565917969,1.6625,space,,,,,,,,,,,0,35,35,35,1,2,only_sub_right.png,1,RandomDot6.png,No answer,21,RightButton,,0.5415,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1RlIO1DP8koMWuo,1,2024-04-09_11h19.55.602,interaction task,2021.2.3,MacIntel,59.17159763,120242,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.207204718,-0.51348561,1,0,0,"[""LeftButton""]",,,,,,,,47,43.7329,space,48,44.7101,,,,,,0,36,36,36,1,1,both_wrong.png,2,RandomDot7.png,No answer,21,LeftButton,,,0.4333,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1RlIO1DP8koMWuo,1,2024-04-09_11h19.55.602,interaction task,2021.2.3,MacIntel,59.17159763,120242,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.241005345,-0.47097454,1,0,0,"[""LeftButton""]",,,,,,,,,,,,,,,,,,0,37,37,37,1,0,both_right.png,1,RandomDot7.png,No answer,21,LeftButton,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1RlIO1DP8koMWuo,1,2024-04-09_11h19.55.602,interaction task,2021.2.3,MacIntel,59.17159763,120242,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.267783717,-0.475923876,1,0,0,"[""LeftButton""]",,,,,2.574045282,5.2895,space,,,,,,,,,,,0,38,38,38,1,1,both_wrong.png,1,RandomDot27.png,No answer,19,LeftButton,,0.4898,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1RlIO1DP8koMWuo,1,2024-04-09_11h19.55.602,interaction task,2021.2.3,MacIntel,59.17159763,120242,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.171258224,-0.65599455,0,0,0,[],88,,,,,,,,,,,,,,,,,0,39,39,39,1,1,both_wrong.png,3,RandomDot30.png,No answer,20,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1RlIO1DP8koMWuo,1,2024-04-09_11h19.55.602,interaction task,2021.2.3,MacIntel,59.17159763,120242,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.271118164,-0.519478031,1,0,0,"[""LeftButton""]",,89,2.7691,space,,,,,,,,,,,,,,0,40,40,40,1,3,only_sub_wrong.png,0,RandomDot33.png,No answer,19,LeftButton,2.5912,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1RlIO1DP8koMWuo,1,2024-04-09_11h19.55.602,interaction task,2021.2.3,MacIntel,59.17159763,120242,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.189369603,-0.520670129,1,0,0,"[""LeftButton""]",,,,,,,,46,1.2857,space,46,2.1354,,,,,,0,41,41,41,1,1,both_wrong.png,2,RandomDot8.png,No answer,20,LeftButton,,,0.8092,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1RlIO1DP8koMWuo,1,2024-04-09_11h19.55.602,interaction task,2021.2.3,MacIntel,59.17159763,120242,,,,,,,,,,,,,,,,,Greater,Smaller,,0.20521947,-0.507950869,1,0,0,"[""RightButton""]",,,,,,,,,,,,,49.64501616,1.9693,space,47.89410864,2.7072,,,,,,2,only_sub_right.png,3,RandomDot22.png,No answer,20,RightButton,,,,0.1754,0,0,0,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1RlIO1DP8koMWuo,1,2024-04-09_11h19.55.602,interaction task,2021.2.3,MacIntel,59.17159763,120242,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.226780942,-0.535486206,1,0,0,"[""LeftButton""]",,,,,,,,,,,,,46.31971961,6.034,space,50.59185606,5.1527,,,,,,2,only_sub_right.png,3,RandomDot23.png,No answer,20,LeftButton,,,,0.467,0,1,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1RlIO1DP8koMWuo,1,2024-04-09_11h19.55.602,interaction task,2021.2.3,MacIntel,59.17159763,120242,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.261410362,-0.516859673,1,0,0,"[""LeftButton""]",,,,,,,,,,,,,48.15693946,1.725,space,48.35876757,2.717,,,,,,1,both_wrong.png,3,RandomDot30.png,No answer,20,LeftButton,,,,0.3766,0,2,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1RlIO1DP8koMWuo,1,2024-04-09_11h19.55.602,interaction task,2021.2.3,MacIntel,59.17159763,120242,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.297986482,-0.457733736,1,0,0,"[""LeftButton""]",,,,,,,,,,,,,46.88756396,1.1898,space,47.32366843,1.7358,,,,,,3,only_sub_wrong.png,3,RandomDot8.png,No answer,21,LeftButton,,,,0.194,0,3,3,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1RlIO1DP8koMWuo,1,2024-04-09_11h19.55.602,interaction task,2021.2.3,MacIntel,59.17159763,120242,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.337305972,-0.536348348,1,0,0,"[""LeftButton""]",,,,,,,,,,,,,,,,,,,,,,,4,both_right.png,10,RandomDot41.png,LeftButton,5,LeftButton,,,,,0,4,4,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_1RlIO1DP8koMWuo,1,2024-04-09_11h19.55.602,interaction task,2021.2.3,MacIntel,59.17159763,120242,,,,,,,,,,,,,,,,,Greater,Smaller,,0.265721371,-0.497541298,1,0,0,"[""RightButton""]",,,,,,,,47,2.6354,space,48,1.9908,,,,,,,,,,,3,only_sub_wrong.png,2,RandomDot39.png,No answer,20,RightButton,,,0.2779,,0,5,5,4,1
