chooserow,ParID,pre_instru_resp_2.keys,pre_instru_resp_2.rt,pre_instru_resp_3.keys,pre_instru_resp_3.rt,pre_instru_resp_9.keys,pre_instru_resp_9.rt,pre_instru_resp_8.keys,pre_instru_resp_8.rt,pre_instru_resp_4.keys,pre_instru_resp_4.rt,pre_instru_resp_5.keys,pre_instru_resp_5.rt,pre_instru_resp_6.keys,pre_instru_resp_6.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,SONAid,pre_instru_resp.keys,pre_instru_resp.rt,clicked,judge_2.x,judge_2.y,judge_2.leftButton,judge_2.midButton,judge_2.rightButton,judge_2.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prac_answer,prac_dot_sti,dotlefttext,dotrighttext,prac_acc,judge.x,judge.y,judge.leftButton,judge.midButton,judge.rightButton,judge.clicked_name,clicked_guilt,slider_guilt.response,slider_guilt.rt,key_guilt.keys,key_guilt.rt,share_slider.response,share_slider.rt,key_share.keys,slider_apology.response,slider_apology.rt,key_apology.keys,slider_hide.response,slider_hide.rt,slider_forgiveness.response,slider_forgiveness.rt,key_forgiveness.keys,slider_mad.response,slider_mad.rt,trialseq.thisRepN,trialseq.thisTrialN,trialseq.thisN,trialseq.thisIndex,trialseq.ran,type_trial,stipic,DV,picture,answer,number,key_forgiveness.rt,key_apology.rt,key_share.rt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,1,2024-05-23_19h45.25.482,interaction task,2021.2.3,MacIntel,59.88023952,120741,,,,,,,,,,,,,,,,,Greater,Smaller,,0.318973214,-0.515149457,1,0,0,RightButton,"[""RightButton""]",,,,,4.938111182,5.237,space,,,,,,,,,,,0,17,17,17,1,3,only_sub_wrong.png,1,RandomDot22.png,No answer,19,,,0.8146
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,1,2024-05-23_19h45.25.482,interaction task,2021.2.3,MacIntel,59.88023952,120741,,,,,,,,,,,,,,,,,Greater,Smaller,,0.195870536,-0.516924253,1,0,0,RightButton,"[""RightButton""]",100,4.2242,space,0.4993,,,,,,,,,,,,,,0,18,18,18,1,3,only_sub_wrong.png,0,RandomDot12.png,No answer,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,1,2024-05-23_19h45.25.482,interaction task,2021.2.3,MacIntel,59.88023952,120741,,,,,,,,,,,,,,,,,Smaller,Greater,,0.200441114,-0.476978601,1,0,0,RightButton,"[""RightButton""]",,,,,,,,1,5.4079,space,0,8.598,,,,,,0,19,19,19,1,2,only_sub_right.png,2,RandomDot37.png,No answer,19,,1.2896,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,1,2024-05-23_19h45.25.482,interaction task,2021.2.3,MacIntel,59.88023952,120741,,,,,,,,,,,,,,,,,Smaller,Greater,,0.289322917,-0.510546875,1,0,0,RightButton,"[""RightButton""]",,,,,4.922672194,7.481,space,,,,,,,,,,,0,20,20,20,1,3,only_sub_wrong.png,1,RandomDot6.png,No answer,20,,,0.6991
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,1,2024-05-23_19h45.25.482,interaction task,2021.2.3,MacIntel,59.88023952,120741,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.284699192,-0.50960428,1,0,0,LeftButton,"[""LeftButton""]",,,,,4.891236182,2.1191,space,,,,,,,,,,,0,21,21,21,1,1,both_wrong.png,1,RandomDot8.png,No answer,21,,,0.4911
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,1,2024-05-23_19h45.25.482,interaction task,2021.2.3,MacIntel,59.88023952,120741,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.190949192,-0.467442255,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,0,3.399,space,0,5.4242,,,,,,0,22,22,22,1,2,only_sub_right.png,2,RandomDot18.png,No answer,19,,0.5305,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,1,2024-05-23_19h45.25.482,interaction task,2021.2.3,MacIntel,59.88023952,120741,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.245987457,-0.543563179,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,34.41418866,10.4616,space,73.90078506,13.6886,0,23,23,23,1,3,only_sub_wrong.png,3,RandomDot17.png,No answer,19,1.1921,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,1,2024-05-23_19h45.25.482,interaction task,2021.2.3,MacIntel,59.88023952,120741,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.31299426,-0.513153872,1,0,0,LeftButton,"[""LeftButton""]",74,10.6777,space,0.6338,,,,,,,,,,,,,,0,24,24,24,1,1,both_wrong.png,0,RandomDot34.png,No answer,19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,1,2024-05-23_19h45.25.482,interaction task,2021.2.3,MacIntel,59.88023952,120741,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.215545281,-0.528846807,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,5,2.7904,space,3,4.5847,,,,,,0,25,25,25,1,1,both_wrong.png,2,RandomDot24.png,No answer,21,,0.6626,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,1,2024-05-23_19h45.25.482,interaction task,2021.2.3,MacIntel,59.88023952,120741,,,,,,,,,,,,,,,,,Greater,Smaller,,0.254023172,-0.502742867,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,,,,,,0,26,26,26,1,4,both_right.png,10,RandomDot41.png,LeftButton,5,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,1,2024-05-23_19h45.25.482,interaction task,2021.2.3,MacIntel,59.88023952,120741,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.280187075,-0.522002378,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,100,5.229,space,2.50066567,7.4239,0,27,27,27,1,1,both_wrong.png,3,RandomDot12.png,No answer,19,0.4006,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,1,2024-05-23_19h45.25.482,interaction task,2021.2.3,MacIntel,59.88023952,120741,,,,,,,,,,,,,,,,,Greater,Smaller,,0.315715349,-0.541593071,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,99.34495894,3.4025,space,1.400162338,5.9125,0,28,28,28,1,2,only_sub_right.png,3,RandomDot10.png,No answer,19,0.4524,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,1,2024-05-23_19h45.25.482,interaction task,2021.2.3,MacIntel,59.88023952,120741,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.307748724,-0.457871943,1,0,0,LeftButton,"[""LeftButton""]",,,,,4.932371386,5.5296,space,,,,,,,,,,,0,29,29,29,1,2,only_sub_right.png,1,RandomDot34.png,No answer,19,,,0.6846
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,1,2024-05-23_19h45.25.482,interaction task,2021.2.3,MacIntel,59.88023952,120741,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.255070153,-0.49673913,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,100,4.8298,space,0.8069642,5.9195,0,30,30,30,1,2,only_sub_right.png,3,RandomDot23.png,No answer,20,0.397,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,1,2024-05-23_19h45.25.482,interaction task,2021.2.3,MacIntel,59.88023952,120741,,,,,,,,,,,,,,,,,Greater,Smaller,,0.267979379,-0.479093071,1,0,0,RightButton,"[""RightButton""]",100,7.8074,space,1.8277,,,,,,,,,,,,,,0,31,31,31,1,3,only_sub_wrong.png,0,RandomDot38.png,No answer,21,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,1,2024-05-23_19h45.25.482,interaction task,2021.2.3,MacIntel,59.88023952,120741,,,,,,,,,,,,,,,,,Smaller,Greater,,0.249027423,-0.53492697,1,0,0,RightButton,"[""RightButton""]",,,,,,,,18,2.7836,space,0,5.0837,,,,,,0,32,32,32,1,2,only_sub_right.png,2,RandomDot8.png,No answer,21,,1.1831,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,1,2024-05-23_19h45.25.482,interaction task,2021.2.3,MacIntel,59.88023952,120741,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.273798895,-0.505638587,1,0,0,LeftButton,"[""LeftButton""]",50,5.8281,space,2.1764,,,,,,,,,,,,,,0,33,33,33,1,1,both_wrong.png,0,RandomDot16.png,No answer,19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,1,2024-05-23_19h45.25.482,interaction task,2021.2.3,MacIntel,59.88023952,120741,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.223554422,-0.533610734,1,0,0,LeftButton,"[""LeftButton""]",,,,,5,4.8074,space,,,,,,,,,,,0,34,34,34,1,1,both_wrong.png,1,RandomDot6.png,No answer,20,,,2.783
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,1,2024-05-23_19h45.25.482,interaction task,2021.2.3,MacIntel,59.88023952,120741,,,,,,,,,,,,,,,,,Smaller,Greater,,0.305851403,-0.471654212,1,0,0,RightButton,"[""RightButton""]",,,,,5,6.8785,space,,,,,,,,,,,0,35,35,35,1,3,only_sub_wrong.png,1,RandomDot40.png,No answer,19,,,1.7502
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,1,2024-05-23_19h45.25.482,interaction task,2021.2.3,MacIntel,59.88023952,120741,,,,,,,,,,,,,,,,,Greater,Smaller,,0.282892219,-0.495006793,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,25.93548152,5.0997,space,81.21188501,8.6648,0,36,36,36,1,3,only_sub_wrong.png,3,RandomDot3.png,No answer,19,1.8328,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,1,2024-05-23_19h45.25.482,interaction task,2021.2.3,MacIntel,59.88023952,120741,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.236213861,-0.519794497,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,100,3.9181,space,1,5.5918,,,,,,0,37,37,37,1,3,only_sub_wrong.png,2,RandomDot22.png,No answer,19,,0.4912,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,1,2024-05-23_19h45.25.482,interaction task,2021.2.3,MacIntel,59.88023952,120741,,,,,,,,,,,,,,,,,Smaller,Greater,,0.234481293,-0.544930367,1,0,0,RightButton,"[""RightButton""]",16,5.4137,space,2.118,,,,,,,,,,,,,,0,38,38,38,1,2,only_sub_right.png,0,RandomDot17.png,No answer,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,1,2024-05-23_19h45.25.482,interaction task,2021.2.3,MacIntel,59.88023952,120741,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.257796556,-0.543639606,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,33,4.6852,space,1,6.8096,,,,,,0,39,39,39,1,1,both_wrong.png,2,RandomDot9.png,No answer,21,,0.6905,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,1,2024-05-23_19h45.25.482,interaction task,2021.2.3,MacIntel,59.88023952,120741,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.346742134,-0.540039063,1,0,0,LeftButton,"[""LeftButton""]",,,,,2.614237883,6.3202,space,,,,,,,,,,,0,40,40,40,1,2,only_sub_right.png,1,RandomDot3.png,No answer,20,,,4.0412
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7VPVdZSfqq3ow3V,1,2024-05-23_19h45.25.482,interaction task,2021.2.3,MacIntel,59.88023952,120741,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.295020196,-0.508415421,1,0,0,LeftButton,"[""LeftButton""]",100,7.4017,space,4.7503,,,,,,,,,,,,,,0,41,41,41,1,3,only_sub_wrong.png,0,RandomDot2.png,No answer,20,,,
