chooserow,ParID,pre_instru_resp_2.keys,pre_instru_resp_2.rt,pre_instru_resp_3.keys,pre_instru_resp_3.rt,pre_instru_resp_9.keys,pre_instru_resp_9.rt,pre_instru_resp_8.keys,pre_instru_resp_8.rt,pre_instru_resp_4.keys,pre_instru_resp_4.rt,pre_instru_resp_5.keys,pre_instru_resp_5.rt,pre_instru_resp_6.keys,pre_instru_resp_6.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,SONAid,pre_instru_resp.keys,pre_instru_resp.rt,clicked,judge_2.x,judge_2.y,judge_2.leftButton,judge_2.midButton,judge_2.rightButton,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prac_answer,prac_dot_sti,dotlefttext,dotrighttext,judge_2.clicked_name,prac_acc,judge.x,judge.y,judge.leftButton,judge.midButton,judge.rightButton,judge.clicked_name,clicked_guilt,slider_guilt.response,slider_guilt.rt,key_guilt.keys,share_slider.response,share_slider.rt,key_share.keys,key_share.rt,slider_apology.response,slider_apology.rt,key_apology.keys,slider_hide.response,slider_hide.rt,slider_forgiveness.response,slider_forgiveness.rt,key_forgiveness.keys,slider_mad.response,slider_mad.rt,trialseq.thisRepN,trialseq.thisTrialN,trialseq.thisN,trialseq.thisIndex,trialseq.ran,type_trial,stipic,DV,picture,answer,number,key_forgiveness.rt,key_apology.rt,key_guilt.rt,incompleteTrials,trials_redo.thisRepN,trials_redo.thisTrialN,trials_redo.thisN,trials_redo.thisIndex,trials_redo.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_6upvmTfOk884ujf,1,2024-05-28_13h39.13.924,interaction task,2021.2.3,Linux x86_64,59.88023952,120472,,,,,,,,,,,,,,,,Smaller,Greater,,,-0.281583865,-0.504376447,1,0,0,LeftButton,"[""LeftButton""]",,,,3.144370317,2.2692,space,0.3093,,,,,,,,,,,0,29,29,29,1,2,only_sub_right.png,1,RandomDot25.png,No answer,19,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_6upvmTfOk884ujf,1,2024-05-28_13h39.13.924,interaction task,2021.2.3,Linux x86_64,59.88023952,120472,,,,,,,,,,,,,,,,Greater,Smaller,,,-0.202808619,-0.486117752,1,0,0,LeftButton,"[""LeftButton""]",71,1.9637,space,,,,,,,,,,,,,,,0,30,30,30,1,2,only_sub_right.png,0,RandomDot21.png,No answer,19,,,0.2037,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_6upvmTfOk884ujf,1,2024-05-28_13h39.13.924,interaction task,2021.2.3,Linux x86_64,59.88023952,120472,,,,,,,,,,,,,,,,Greater,Smaller,,,0.287587086,-0.485717067,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,73.93486524,2.7351,space,82.54774042,1.9604,0,31,31,31,1,3,only_sub_wrong.png,3,RandomDot20.png,No answer,19,0.786,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_6upvmTfOk884ujf,1,2024-05-28_13h39.13.924,interaction task,2021.2.3,Linux x86_64,59.88023952,120472,,,,,,,,,,,,,,,,Smaller,Greater,,,0.255210797,-0.503039466,1,0,0,RightButton,"[""RightButton""]",,,,,,,,62,2.6732,space,60,1.369,,,,,,0,32,32,32,1,3,only_sub_wrong.png,2,RandomDot40.png,No answer,20,,1.5877,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_6upvmTfOk884ujf,1,2024-05-28_13h39.13.924,interaction task,2021.2.3,Linux x86_64,59.88023952,120472,,,,,,,,,,,,,,,,Greater,Smaller,,,0.659986496,0.368260701,0,0,0,,[],,,,,,,,,,,,,,,,,,0,33,33,33,1,2,only_sub_right.png,2,RandomDot36.png,No answer,21,,,,125,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_6upvmTfOk884ujf,1,2024-05-28_13h39.13.924,interaction task,2021.2.3,Linux x86_64,59.88023952,120472,,,,,,,,,,,,,,,,Greater,Smaller,,,0.659986496,0.368260701,0,0,0,,[],,,,,,,,,,,,,,,,,,0,34,34,34,1,3,only_sub_wrong.png,3,RandomDot8.png,No answer,21,,,,182,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_6upvmTfOk884ujf,1,2024-05-28_13h39.13.924,interaction task,2021.2.3,Linux x86_64,59.88023952,120472,,,,,,,,,,,,,,,,Greater,Smaller,,,0.659986496,0.368260701,0,0,0,,[],,,,,,,,,,,,,,,,,,0,35,35,35,1,3,only_sub_wrong.png,0,RandomDot38.png,No answer,21,,,,146,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_6upvmTfOk884ujf,1,2024-05-28_13h39.13.924,interaction task,2021.2.3,Linux x86_64,59.88023952,120472,,,,,,,,,,,,,,,,Smaller,Greater,,,0.659986496,0.368260701,0,0,0,,[],,,,,,,,,,,,,,,,,,0,36,36,36,1,1,both_wrong.png,2,RandomDot19.png,No answer,19,,,,78,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_6upvmTfOk884ujf,1,2024-05-28_13h39.13.924,interaction task,2021.2.3,Linux x86_64,59.88023952,120472,,,,,,,,,,,,,,,,Greater,Smaller,,,0.659986496,0.368260701,0,0,0,,[],,,,,,,,,,,,,,,,,,0,37,37,37,1,1,both_wrong.png,0,RandomDot12.png,No answer,21,,,,50,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_6upvmTfOk884ujf,1,2024-05-28_13h39.13.924,interaction task,2021.2.3,Linux x86_64,59.88023952,120472,,,,,,,,,,,,,,,,Greater,Smaller,,,-0.344151735,-0.492745717,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,53.16355766,1.1015,space,66.80384581,2.1014,0,38,38,38,1,2,only_sub_right.png,3,RandomDot36.png,No answer,20,0.0075,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_6upvmTfOk884ujf,1,2024-05-28_13h39.13.924,interaction task,2021.2.3,Linux x86_64,59.88023952,120472,,,,,,,,,,,,,,,,Smaller,Greater,,,-0.221420924,-0.544408586,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,82,1.486,space,63,0.6627,,,,,,0,39,39,39,1,2,only_sub_right.png,2,RandomDot5.png,No answer,21,,0.043,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_6upvmTfOk884ujf,1,2024-05-28_13h39.13.924,interaction task,2021.2.3,Linux x86_64,59.88023952,120472,,,,,,,,,,,,,,,,Greater,Smaller,,,0.361883005,-0.514500229,1,0,0,RightButton,"[""RightButton""]",,,,4.167118073,1.6232,space,0.4656,,,,,,,,,,,0,40,40,40,1,2,only_sub_right.png,1,RandomDot3.png,No answer,20,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_6upvmTfOk884ujf,1,2024-05-28_13h39.13.924,interaction task,2021.2.3,Linux x86_64,59.88023952,120472,,,,,,,,,,,,,,,,Smaller,Greater,,,0.329994361,-0.47291678,1,0,0,RightButton,"[""RightButton""]",3,2.7946,space,,,,,,,,,,,,,,,0,41,41,41,1,2,only_sub_right.png,0,RandomDot39.png,No answer,19,,,0.3691,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_6upvmTfOk884ujf,1,2024-05-28_13h39.13.924,interaction task,2021.2.3,Linux x86_64,59.88023952,120472,,,,,,,,,,,,,,,,Greater,Smaller,,,-0.292338769,-0.512132009,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,4,1.0598,space,10,1.9904,,,,,,,,,,,2,only_sub_right.png,2,RandomDot36.png,No answer,21,,0.448,,,0,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_6upvmTfOk884ujf,1,2024-05-28_13h39.13.924,interaction task,2021.2.3,Linux x86_64,59.88023952,120472,,,,,,,,,,,,,,,,Smaller,Greater,,,0.282983541,-0.540927039,1,0,0,RightButton,"[""RightButton""]",,,,,,,,28,6.107,space,50,4.3898,,,,,,,,,,,1,both_wrong.png,2,RandomDot19.png,No answer,19,,1.2079,,,0,1,1,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_6upvmTfOk884ujf,1,2024-05-28_13h39.13.924,interaction task,2021.2.3,Linux x86_64,59.88023952,120472,,,,,,,,,,,,,,,,Greater,Smaller,,,-0.296824217,-0.497866454,1,0,0,LeftButton,"[""LeftButton""]",45,72.3275,space,,,,,,,,,,,,,,,,,,,,3,only_sub_wrong.png,0,RandomDot38.png,No answer,21,,,0.8401,,0,2,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_6upvmTfOk884ujf,1,2024-05-28_13h39.13.924,interaction task,2021.2.3,Linux x86_64,59.88023952,120472,,,,,,,,,,,,,,,,Greater,Smaller,,,0.355822086,-0.516548298,1,0,0,RightButton,"[""RightButton""]",67,1.5967,space,,,,,,,,,,,,,,,,,,,,1,both_wrong.png,0,RandomDot12.png,No answer,21,,,0.0876,,0,3,3,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_6upvmTfOk884ujf,1,2024-05-28_13h39.13.924,interaction task,2021.2.3,Linux x86_64,59.88023952,120472,,,,,,,,,,,,,,,,Greater,Smaller,,,0.275636911,-0.46909742,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,46.84827496,3.4504,space,69.01666725,1.6331,,,,,,3,only_sub_wrong.png,3,RandomDot8.png,No answer,21,0.9604,,,,0,4,4,1,1
