chooserow,ParID,pre_instru_resp_2.keys,pre_instru_resp_2.rt,pre_instru_resp_3.keys,pre_instru_resp_3.rt,pre_instru_resp_9.keys,pre_instru_resp_9.rt,pre_instru_resp_8.keys,pre_instru_resp_8.rt,pre_instru_resp_4.keys,pre_instru_resp_4.rt,pre_instru_resp_5.keys,pre_instru_resp_5.rt,pre_instru_resp_6.keys,pre_instru_resp_6.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,SONAid,pre_instru_resp.keys,pre_instru_resp.rt,clicked,judge_2.x,judge_2.y,judge_2.leftButton,judge_2.midButton,judge_2.rightButton,judge_2.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prac_answer,prac_dot_sti,dotlefttext,dotrighttext,prac_acc,judge.x,judge.y,judge.leftButton,judge.midButton,judge.rightButton,judge.clicked_name,clicked_guilt,slider_guilt.response,slider_guilt.rt,key_guilt.keys,share_slider.response,share_slider.rt,key_share.keys,key_share.rt,slider_apology.response,slider_apology.rt,key_apology.keys,slider_hide.response,slider_hide.rt,slider_forgiveness.response,slider_forgiveness.rt,key_forgiveness.keys,slider_mad.response,slider_mad.rt,trialseq.thisRepN,trialseq.thisTrialN,trialseq.thisN,trialseq.thisIndex,trialseq.ran,type_trial,stipic,DV,picture,answer,number,key_guilt.rt,key_forgiveness.rt,key_apology.rt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7MgMIvXrLYayfkt,1,2024-05-28_23h58.14.035,interaction task,2021.2.3,MacIntel,62.5,116248,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.35,-0.497560976,1,0,0,LeftButton,"[""LeftButton""]",,,,3.201388889,2.161,space,0.494,,,,,,,,,,,0,23,23,23,1,2,only_sub_right.png,1,RandomDot3.png,No answer,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7MgMIvXrLYayfkt,1,2024-05-28_23h58.14.035,interaction task,2021.2.3,MacIntel,62.5,116248,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.284193284,-0.49391069,1,0,0,LeftButton,"[""LeftButton""]",,,,3.265765766,2.358,space,0.801,,,,,,,,,,,0,24,24,24,1,1,both_wrong.png,1,RandomDot10.png,No answer,19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7MgMIvXrLYayfkt,1,2024-05-28_23h58.14.035,interaction task,2021.2.3,MacIntel,62.5,116248,,,,,,,,,,,,,,,,,Smaller,Greater,,0.300573301,-0.51014885,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,51.68350168,6.517,space,54.0684624,8.868,0,25,25,25,1,1,both_wrong.png,3,RandomDot12.png,No answer,21,,0.514,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7MgMIvXrLYayfkt,1,2024-05-28_23h58.14.035,interaction task,2021.2.3,MacIntel,62.5,116248,,,,,,,,,,,,,,,,,Greater,Smaller,,0.326781327,-0.52368065,1,0,0,RightButton,"[""RightButton""]",67,1.765,space,,,,,,,,,,,,,,,0,26,26,26,1,2,only_sub_right.png,0,RandomDot8.png,No answer,20,0.22,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7MgMIvXrLYayfkt,1,2024-05-28_23h58.14.035,interaction task,2021.2.3,MacIntel,62.5,116248,,,,,,,,,,,,,,,,,Smaller,Greater,,0.312039312,-0.51014885,1,0,0,RightButton,"[""RightButton""]",,,,,,,,69,2.271,space,54,3.454,,,,,,0,27,27,27,1,1,both_wrong.png,2,RandomDot8.png,No answer,20,,,0.168
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7MgMIvXrLYayfkt,1,2024-05-28_23h58.14.035,interaction task,2021.2.3,MacIntel,62.5,116248,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.292383292,-0.50744249,1,0,0,LeftButton,"[""LeftButton""]",,,,2.995495495,1.992,space,0.875,,,,,,,,,,,0,28,28,28,1,3,only_sub_wrong.png,1,RandomDot1.png,No answer,19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7MgMIvXrLYayfkt,1,2024-05-28_23h58.14.035,interaction task,2021.2.3,MacIntel,62.5,116248,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.207207207,-0.51285521,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,42.47181065,3.226,space,61.49910241,5.327,0,29,29,29,1,3,only_sub_wrong.png,3,RandomDot3.png,No answer,19,,0.336,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7MgMIvXrLYayfkt,1,2024-05-28_23h58.14.035,interaction task,2021.2.3,MacIntel,62.5,116248,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.251433251,-0.52368065,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,,,,,,0,30,30,30,1,0,both_right.png,3,RandomDot13.png,No answer,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7MgMIvXrLYayfkt,1,2024-05-28_23h58.14.035,interaction task,2021.2.3,MacIntel,62.5,116248,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.343161343,-0.47767253,1,0,0,LeftButton,"[""LeftButton""]",69,1.797,space,,,,,,,,,,,,,,,0,31,31,31,1,1,both_wrong.png,0,RandomDot10.png,No answer,20,0.783,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_7MgMIvXrLYayfkt,1,2024-05-28_23h58.14.035,interaction task,2021.2.3,MacIntel,62.5,116248,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.24929972,-0.497560976,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,,,,,,0,32,32,32,1,0,both_right.png,1,RandomDot36.png,No answer,19,,,
