chooserow,ParID,pre_instru_resp_2.keys,pre_instru_resp_2.rt,pre_instru_resp_3.keys,pre_instru_resp_3.rt,pre_instru_resp_9.keys,pre_instru_resp_9.rt,pre_instru_resp_8.keys,pre_instru_resp_8.rt,pre_instru_resp_4.keys,pre_instru_resp_4.rt,pre_instru_resp_5.keys,pre_instru_resp_5.rt,pre_instru_resp_6.keys,pre_instru_resp_6.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,SONAid,pre_instru_resp.keys,pre_instru_resp.rt,clicked,judge_2.x,judge_2.y,judge_2.leftButton,judge_2.midButton,judge_2.rightButton,judge_2.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prac_answer,prac_dot_sti,dotlefttext,dotrighttext,prac_acc,judge.x,judge.y,judge.leftButton,judge.midButton,judge.rightButton,judge.clicked_name,clicked_guilt,slider_guilt.response,slider_guilt.rt,key_guilt.keys,share_slider.response,share_slider.rt,key_share.keys,key_share.rt,slider_apology.response,slider_apology.rt,key_apology.keys,slider_hide.response,slider_hide.rt,slider_forgiveness.response,slider_forgiveness.rt,key_forgiveness.keys,slider_mad.response,slider_mad.rt,trialseq.thisRepN,trialseq.thisTrialN,trialseq.thisN,trialseq.thisIndex,trialseq.ran,type_trial,stipic,DV,picture,answer,number,key_guilt.rt,key_forgiveness.rt,key_apology.rt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.298089431,-0.527323425,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,89,2.6747,space,32,4.8129,,,,,,0,14,14,14,1,3,only_sub_wrong.png,2,RandomDot38.png,No answer,21,,,1.6028
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Greater,Smaller,,0.297636639,-0.494827133,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,59.84972045,3.8565,space,29.25682237,5.3921,0,15,15,15,1,1,both_wrong.png,3,RandomDot6.png,No answer,20,,1.0198,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Greater,Smaller,,0.268748195,-0.508575531,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,,,,,,0,16,16,16,1,5,both_right.png,10,RandomDot42.png,RightButton,19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Smaller,Greater,,0.269528955,-0.541071824,1,0,0,RightButton,"[""RightButton""]",,,,4.42385004,4.6734,space,0.6945,,,,,,,,,,,0,17,17,17,1,2,only_sub_right.png,1,RandomDot27.png,No answer,21,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Greater,Smaller,,0.250009714,-0.507325688,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,,,,,,0,18,18,18,1,0,both_right.png,2,RandomDot10.png,No answer,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.258270264,-0.508575531,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,90,1.8271,space,31,3.5114,,,,,,0,19,19,19,1,2,only_sub_right.png,2,RandomDot36.png,No answer,21,,,0.3264
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Greater,Smaller,,0.221902106,-0.507325688,1,0,0,RightButton,"[""RightButton""]",60,3.4051,space,,,,,,,,,,,,,,,0,20,20,20,1,3,only_sub_wrong.png,0,RandomDot38.png,No answer,21,0.6885,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Greater,Smaller,,0.353071093,-0.506075845,1,0,0,RightButton,"[""RightButton""]",,,,,,,,85,2.8064,space,30,5.0361,,,,,,0,21,21,21,1,3,only_sub_wrong.png,2,RandomDot13.png,No answer,21,,,0.1576
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Greater,Smaller,,0.273432758,-0.532322798,1,0,0,RightButton,"[""RightButton""]",,,,4.396529589,2.9798,space,0.4532,,,,,,,,,,,0,22,22,22,1,3,only_sub_wrong.png,1,RandomDot4.png,No answer,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_79c3LNBLwbOBa08,1,2024-05-31_13h42.46.174,interaction task,2021.2.3,Win32,238.0952381,120281,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.29028175,-0.528573269,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,,,,,,0,23,23,23,1,4,both_right.png,10,RandomDot41.png,LeftButton,5,,,
