chooserow,ParID,pre_instru_resp_2.keys,pre_instru_resp_2.rt,pre_instru_resp_3.keys,pre_instru_resp_3.rt,pre_instru_resp_9.keys,pre_instru_resp_9.rt,pre_instru_resp_8.keys,pre_instru_resp_8.rt,pre_instru_resp_4.keys,pre_instru_resp_4.rt,pre_instru_resp_5.keys,pre_instru_resp_5.rt,pre_instru_resp_6.keys,pre_instru_resp_6.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,SONAid,pre_instru_resp.keys,pre_instru_resp.rt,clicked,judge_2.x,judge_2.y,judge_2.leftButton,judge_2.midButton,judge_2.rightButton,judge_2.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prac_answer,prac_dot_sti,dotlefttext,dotrighttext,prac_acc,judge.x,judge.y,judge.leftButton,judge.midButton,judge.rightButton,judge.clicked_name,clicked_guilt,slider_guilt.response,slider_guilt.rt,key_guilt.keys,share_slider.response,share_slider.rt,key_share.keys,slider_apology.response,slider_apology.rt,key_apology.keys,slider_hide.response,slider_hide.rt,slider_forgiveness.response,slider_forgiveness.rt,key_forgiveness.keys,key_forgiveness.rt,slider_mad.response,slider_mad.rt,trialseq.thisRepN,trialseq.thisTrialN,trialseq.thisN,trialseq.thisIndex,trialseq.ran,type_trial,stipic,DV,picture,answer,number,key_share.rt,key_apology.rt,key_guilt.rt
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Greater,Smaller,,0.305555556,-0.486666667,1,0,0,RightButton,"[""RightButton""]",79,3.504,space,,,,,,,,,,,,,,,0,15,15,15,1,3,only_sub_wrong.png,0,RandomDot15.png,No answer,20,,,1.475
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Smaller,Greater,,0.280555556,-0.54,1,0,0,RightButton,"[""RightButton""]",,,,,,,80,4.016,space,0,9.883,,,,,,,0,16,16,16,1,1,both_wrong.png,2,RandomDot19.png,No answer,19,,1.17,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.240277778,-0.528888889,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,,,,,,0,17,17,17,1,0,both_right.png,0,RandomDot15.png,No answer,21,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Greater,Smaller,,0.240277778,-0.502222222,1,0,0,RightButton,"[""RightButton""]",100,3.354,space,,,,,,,,,,,,,,,0,18,18,18,1,3,only_sub_wrong.png,0,RandomDot5.png,No answer,20,,,0.637
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.269444444,-0.488888889,1,0,0,LeftButton,"[""LeftButton""]",,,,1.972222222,2.001,space,,,,,,,,,,,,0,19,19,19,1,2,only_sub_right.png,1,RandomDot3.png,No answer,20,1.143,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.305555556,-0.531111111,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,48.87766554,4.598,space,0.487,60.1010101,8.031,0,20,20,20,1,1,both_wrong.png,3,RandomDot6.png,No answer,21,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Greater,Smaller,,0.326388889,-0.526666667,1,0,0,RightButton,"[""RightButton""]",82,2.871,space,,,,,,,,,,,,,,,0,21,21,21,1,1,both_wrong.png,0,RandomDot32.png,No answer,19,,,1.154
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.279166667,-0.504444444,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,,,,,,0,22,22,22,1,0,both_right.png,1,RandomDot21.png,No answer,20,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.25,-0.531111111,1,0,0,LeftButton,"[""LeftButton""]",80,2.338,space,,,,,,,,,,,,,,,0,23,23,23,1,1,both_wrong.png,0,RandomDot24.png,No answer,21,,,0.956
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_5EccKcotuRFOO33,1,2024-05-01_16h57.34.722,interaction task,2021.2.3,MacIntel,55.55555556,120209,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.273611111,-0.511111111,1,0,0,LeftButton,"[""LeftButton""]",80,3.272,space,,,,,,,,,,,,,,,0,24,24,24,1,2,only_sub_right.png,0,RandomDot26.png,No answer,19,,,2.089
