chooserow,ParID,pre_instru_resp_2.keys,pre_instru_resp_2.rt,pre_instru_resp_3.keys,pre_instru_resp_3.rt,pre_instru_resp_9.keys,pre_instru_resp_9.rt,pre_instru_resp_8.keys,pre_instru_resp_8.rt,pre_instru_resp_4.keys,pre_instru_resp_4.rt,pre_instru_resp_5.keys,pre_instru_resp_5.rt,pre_instru_resp_6.keys,pre_instru_resp_6.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,SONAid,pre_instru_resp.keys,pre_instru_resp.rt,clicked,judge_2.x,judge_2.y,judge_2.leftButton,judge_2.midButton,judge_2.rightButton,judge_2.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,prac_answer,prac_dot_sti,dotlefttext,dotrighttext,prac_acc,judge.x,judge.y,judge.leftButton,judge.midButton,judge.rightButton,judge.clicked_name,clicked_guilt,slider_guilt.response,slider_guilt.rt,key_guilt.keys,key_guilt.rt,share_slider.response,share_slider.rt,key_share.keys,slider_apology.response,slider_apology.rt,key_apology.keys,slider_hide.response,slider_hide.rt,slider_forgiveness.response,slider_forgiveness.rt,key_forgiveness.keys,slider_mad.response,slider_mad.rt,trialseq.thisRepN,trialseq.thisTrialN,trialseq.thisN,trialseq.thisIndex,trialseq.ran,type_trial,stipic,DV,picture,answer,number,key_apology.rt,incompleteTrials,key_forgiveness.rt,key_share.rt,trials_redo.thisRepN,trials_redo.thisTrialN,trials_redo.thisN,trials_redo.thisIndex,trials_redo.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3WksQ064xj6JYYN,1,2024-05-05_13h31.13.231,interaction task,2021.2.3,Win32,59.88023952,120834,,,,,,,,,,,,,,,,,Smaller,Greater,,0.2625,-0.503703817,1,0,0,RightButton,"[""RightButton""]",,,,,,,,35,5.7053,space,5,7.5101,,,,,,0,26,26,26,1,2,only_sub_right.png,2,RandomDot5.png,No answer,21,2.3171,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3WksQ064xj6JYYN,1,2024-05-05_13h31.13.231,interaction task,2021.2.3,Win32,59.88023952,120834,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.323958302,-0.488888889,1,0,0,LeftButton,"[""LeftButton""]",,,,,2.984375,5.8165,space,,,,,,,,,,,0,27,27,27,1,1,both_wrong.png,1,RandomDot8.png,No answer,21,,,,1.9487,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3WksQ064xj6JYYN,1,2024-05-05_13h31.13.231,interaction task,2021.2.3,Win32,59.88023952,120834,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.225,-0.488888889,1,0,0,LeftButton,"[""LeftButton""]",,,,,4.994791985,9.1888,space,,,,,,,,,,,0,28,28,28,1,3,only_sub_wrong.png,1,RandomDot1.png,No answer,19,,,,7.3965,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3WksQ064xj6JYYN,1,2024-05-05_13h31.13.231,interaction task,2021.2.3,Win32,59.88023952,120834,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.258333302,-0.488888889,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,90,3.4347,space,10,6.0319,,,,,,0,29,29,29,1,3,only_sub_wrong.png,2,RandomDot15.png,No answer,21,0.6789,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3WksQ064xj6JYYN,1,2024-05-05_13h31.13.231,interaction task,2021.2.3,Win32,59.88023952,120834,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.284375,-0.5,1,0,0,LeftButton,"[""LeftButton""]",,,,,2.989583492,6.2411,space,,,,,,,,,,,0,30,30,30,1,2,only_sub_right.png,1,RandomDot3.png,No answer,20,,,,1.9858,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3WksQ064xj6JYYN,1,2024-05-05_13h31.13.231,interaction task,2021.2.3,Win32,59.88023952,120834,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.291666651,-0.512963019,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,,,,,,0,31,31,31,1,0,both_right.png,0,RandomDot38.png,No answer,21,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3WksQ064xj6JYYN,1,2024-05-05_13h31.13.231,interaction task,2021.2.3,Win32,59.88023952,120834,,,,,,,,,,,,,,,,,Greater,Smaller,,0.302083397,-0.488888889,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,,,,,,0,32,32,32,1,5,both_right.png,10,RandomDot42.png,RightButton,20,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3WksQ064xj6JYYN,1,2024-05-05_13h31.13.231,interaction task,2021.2.3,Win32,59.88023952,120834,,,,,,,,,,,,,,,,,Smaller,Greater,,0.302083397,-0.488888889,1,0,0,RightButton,"[""RightButton""]",,,,,3.489583492,6.696,space,,,,,,,,,,,0,33,33,33,1,1,both_wrong.png,1,RandomDot10.png,No answer,19,,,,1.0978,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3WksQ064xj6JYYN,1,2024-05-05_13h31.13.231,interaction task,2021.2.3,Win32,59.88023952,120834,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.303125,-0.507407464,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,84.09090909,7.6983,space,14.64646465,9.4981,0,34,34,34,1,1,both_wrong.png,3,RandomDot30.png,No answer,20,,,0.4455,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3WksQ064xj6JYYN,1,2024-05-05_13h31.13.231,interaction task,2021.2.3,Win32,59.88023952,120834,,,,,,,,,,,,,,,,,Smaller,Greater,,-0.25625,-0.522222222,1,0,0,LeftButton,"[""LeftButton""]",,,,,4.979166985,2.3274,space,,,,,,,,,,,0,35,35,35,1,3,only_sub_wrong.png,1,RandomDot15.png,No answer,21,,,,0.3836,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3WksQ064xj6JYYN,1,2024-05-05_13h31.13.231,interaction task,2021.2.3,Win32,59.88023952,120834,,,,,,,,,,,,,,,,,Greater,Smaller,,-0.311458302,-0.494444444,1,0,0,LeftButton,"[""LeftButton""]",,,,,,,,,,,,,74.62121212,4.5056,space,39.05724227,12.0741,0,36,36,36,1,3,only_sub_wrong.png,3,RandomDot20.png,No answer,19,,,6.4671,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3WksQ064xj6JYYN,1,2024-05-05_13h31.13.231,interaction task,2021.2.3,Win32,59.88023952,120834,,,,,,,,,,,,,,,,,Greater,Smaller,,0.275,-0.494444444,1,0,0,RightButton,"[""RightButton""]",,,,,,,,,,,,,75.14731282,5.5222,space,29.7979798,8.7964,0,37,37,37,1,3,only_sub_wrong.png,3,RandomDot34.png,No answer,20,,,0.3083,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R_3WksQ064xj6JYYN,1,2024-05-05_13h31.13.231,interaction task,2021.2.3,Win32,59.88023952,120834,,,,,,,,,,,,,,,,,Greater,Smaller,,0.31875,-0.509259372,1,0,0,RightButton,"[""RightButton""]",95,2.2131,space,0.2688,,,,,,,,,,,,,,0,38,38,38,1,3,only_sub_wrong.png,0,RandomDot38.png,No answer,21,,,,,,,,,
