chooserow,ParID,participant,session,date,expName,psychopyVersion,OS,frameRate,SONAid
"[66,52,30,151,185,199,19,178,89,194,191,121,102,120,80,115,162,179,65,176,132,95,159,48,84,96,68,119,136,98,83,149,82,138,59,144,116,41,5,190,129,163]",R_3VfGmN3kRO9xCTg,R_3VfGmN3kRO9xCTg,1,2024-05-01_09h56.27.645,interaction task,2021.2.3,MacIntel,59.88023952,111111
