﻿choose_trial,key_resp.keys,key_resp.rt,key_resp_4.keys,key_resp_4.rt,session_trait,key_resp_5.keys,key_resp_5.rt,slider_face_judge.response,slider_face_judge.rt,key_resp_3.keys,key_resp_3.rt,face_loop.thisRepN,face_loop.thisTrialN,face_loop.thisN,face_loop.thisIndex,face_loop.ran,face_serial,image_name,isCheck,answer,check_question,participant,session,date,expName,psychopyVersion,OS,frameRate,session.thisRepN,session.thisTrialN,session.thisN,session.thisIndex,session.ran,session_serial,slider_judge_img
"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,52,59,55]",space,5.2218,space,8.8194,trustworthy,space,11.4144,5.005555556,2.6736,space,0.667,0,0,0,38,1,39,image/39.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,2.866666667,1.8144,space,0.7355,0,1,1,1,1,2,image/2.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,4.116666667,1.6249,space,0.3657,0,2,2,24,1,25,image/25.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,5.544444444,1.5369,space,0.4137,0,3,3,37,1,38,image/38.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,2.416666667,3.0415,space,0.307,0,4,4,3,1,4,image/4.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,4.405555556,2.2681,space,0.3071,0,5,5,8,1,9,image/9.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,6.566666667,2.8549,space,0.852,0,6,6,46,1,47,image/47.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,6.027777778,1.5747,space,0.731,0,7,7,33,1,34,image/34.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,6.972222222,2.5979,space,0.4888,0,8,8,41,1,42,image/42.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,4.183333333,1.9283,space,0.6917,0,9,9,49,1,50,image/50.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,3.455555556,1.9523,space,0.3922,0,10,10,30,1,31,image/31.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,5.155555556,2.1149,space,0.4681,0,11,11,10,1,11,image/11.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,5.455555556,2.272,space,0.909,0,12,12,22,1,23,image/23.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,6.05,1.6507,space,0.6778,0,13,13,5,1,6,image/6.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,6.422222222,2.9636,space,0.4054,0,14,14,43,1,44,image/44.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,5.083333333,2.5145,space,0.3673,0,15,15,25,1,26,image/26.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,3.616666667,1.997,space,0.4391,0,16,16,15,1,16,image/16.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,7,7.2923,space,4.1077,0,17,17,52,1,56,image/fill_img.png,1,7,请将滑块完全移动到<右边>，以示您在专心判断。,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,5,4.9352,space,0.3442,0,18,18,14,1,15,image/15.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,4.138888889,1.583,space,0.5935,0,19,19,28,1,29,image/29.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,4.705555556,2.7408,space,0.3988,0,20,20,45,1,46,image/46.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,4.072222222,3.5696,space,0.3475,0,21,21,26,1,27,image/27.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,5.605555556,1.6549,space,0.814,0,22,22,6,1,7,image/7.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,5.333333333,1.9615,space,0.3808,0,23,23,23,1,24,image/24.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,4.538888889,1.2066,space,0.4869,0,24,24,21,1,22,image/22.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,3.105555556,4.8629,space,0.3153,0,25,25,16,1,17,image/17.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,6.405555556,1.9693,space,0.4383,0,26,26,44,1,45,image/45.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,4.672222222,3.0332,space,1.2315,0,27,27,9,1,10,image/10.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,5.75,1.7716,space,0.365,0,28,28,4,1,5,image/5.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,6.566666667,4.4707,space,0.3564,0,29,29,18,1,19,image/19.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,5.955555556,1.8114,space,0.5283,0,30,30,20,1,21,image/21.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,5.45,2.0168,space,1.2344,0,31,31,31,1,32,image/32.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,1,5.782,space,4.4795,0,32,32,50,1,53,image/fill_img.png,1,1,请将滑块完全移动到<左边>，以示您在专心判断。,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,4.216666667,3.2772,space,1.0639,0,33,33,29,1,30,image/30.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,5.644444444,1.348,space,0.3805,0,34,34,11,1,12,image/12.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,3.372222222,2.5015,space,0.5053,0,35,35,12,1,13,image/13.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,2.511111111,1.5281,space,0.3983,0,36,36,2,1,3,image/3.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,2.266666667,1.4934,space,0.7144,0,37,37,32,1,33,image/33.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,4.594444444,1.4584,space,0.4923,0,38,38,42,1,43,image/43.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,3.533333333,2.0611,space,0.3616,0,39,39,27,1,28,image/28.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,5.033333333,2.2104,space,0.3472,0,40,40,36,1,37,image/37.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,5.744444444,2.8426,space,0.9814,0,41,41,19,1,20,image/20.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,3.5,1.8821,space,0.3737,0,42,42,40,1,41,image/41.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,4.338888889,1.9916,space,0.3739,0,43,43,13,1,14,image/14.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,5.888888889,1.5353,space,0.3741,0,44,44,39,1,40,image/40.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,6.116666667,1.8502,space,0.9174,0,45,45,48,1,49,image/49.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,5.533333333,1.3751,space,0.414,0,46,46,35,1,36,image/36.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,7,5.2792,space,3.2694,0,47,47,51,1,60,image/fill_img.png,1,7,请将滑块完全移动到<右边>，以示您在专心判断。,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,5.3,2.5449,space,0.6167,0,48,48,0,1,1,image/1.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
,,,,,,,,5.766666667,2.5695,space,0.3399,0,49,49,17,1,18,image/18.jpg,0,0,,用户30686,2,2024-05-31_01h10.17.918,face trait task chi,2021.2.3,Win32,75.18796992,,,,,,,
