﻿choose_trial,key_resp.keys,key_resp.rt,key_resp_4.keys,key_resp_4.rt,session_trait,key_resp_5.keys,key_resp_5.rt,slider_face_judge.response,slider_face_judge.rt,key_resp_3.keys,key_resp_3.rt,face_loop.thisRepN,face_loop.thisTrialN,face_loop.thisN,face_loop.thisIndex,face_loop.ran,face_serial,image_name,isCheck,answer,check_question,participant,session,date,expName,psychopyVersion,OS,frameRate,session.thisRepN,session.thisTrialN,session.thisN,session.thisIndex,session.ran,session_serial,slider_judge_img
"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,58,56,52]",space,37.737,space,39.6244,friendly,space,6.2926,4.006423983,4.3145,space,2.134,0,0,0,36,1,37,image/37.jpg,0,0,,山鬼丫,2,2024-05-31_01h15.19.419,face trait task chi,2021.2.3,Win32,60.60606061,,,,,,,
,,,,,,,,2.010706703,5.2132,space,0.6873,0,1,1,32,1,33,image/33.jpg,0,0,,山鬼丫,2,2024-05-31_01h15.19.419,face trait task chi,2021.2.3,Win32,60.60606061,,,,,,,
,,,,,,,,2.948608398,3.062,space,1.0265,0,2,2,15,1,16,image/16.jpg,0,0,,山鬼丫,2,2024-05-31_01h15.19.419,face trait task chi,2021.2.3,Win32,60.60606061,,,,,,,
,,,,,,,,2.98286951,2.6338,space,0.9003,0,3,3,27,1,28,image/28.jpg,0,0,,山鬼丫,2,2024-05-31_01h15.19.419,face trait task chi,2021.2.3,Win32,60.60606061,,,,,,,
,,,,,,,,5.025696062,4.08,space,0.6219,0,4,4,43,1,44,image/44.jpg,0,0,,山鬼丫,2,2024-05-31_01h15.19.419,face trait task chi,2021.2.3,Win32,60.60606061,,,,,,,
,,,,,,,,2.940042827,2.057,space,0.6743,0,5,5,44,1,45,image/45.jpg,0,0,,山鬼丫,2,2024-05-31_01h15.19.419,face trait task chi,2021.2.3,Win32,60.60606061,,,,,,,
,,,,,,,,3.933618974,3.6314,space,0.7264,0,6,6,12,1,13,image/13.jpg,0,0,,山鬼丫,2,2024-05-31_01h15.19.419,face trait task chi,2021.2.3,Win32,60.60606061,,,,,,,
,,,,,,,,2.98286951,3.2255,space,0.3501,0,7,7,30,1,31,image/31.jpg,0,0,,山鬼丫,2,2024-05-31_01h15.19.419,face trait task chi,2021.2.3,Win32,60.60606061,,,,,,,
,,,,,,,,7,14.4663,space,9.7166,0,8,8,51,1,57,image/fill_img.png,1,7,请将滑块完全移动到<右边>，以示您在专心判断。,山鬼丫,2,2024-05-31_01h15.19.419,face trait task chi,2021.2.3,Win32,60.60606061,,,,,,,
,,,,,,,,3.000000261,3.4817,space,0.5354,0,9,9,5,1,6,image/6.jpg,0,0,,山鬼丫,2,2024-05-31_01h15.19.419,face trait task chi,2021.2.3,Win32,60.60606061,,,,,,,
,,,,,,,,2.010706703,2.9401,space,0.2838,0,10,10,16,1,17,image/17.jpg,0,0,,山鬼丫,2,2024-05-31_01h15.19.419,face trait task chi,2021.2.3,Win32,60.60606061,,,,,,,
,,,,,,,,3.967880086,2.2156,space,0.4471,0,11,11,6,1,7,image/7.jpg,0,0,,山鬼丫,2,2024-05-31_01h15.19.419,face trait task chi,2021.2.3,Win32,60.60606061,,,,,,,
,,,,,,,,3.997858803,2.5405,space,1.2836,0,12,12,31,1,32,image/32.jpg,0,0,,山鬼丫,2,2024-05-31_01h15.19.419,face trait task chi,2021.2.3,Win32,60.60606061,,,,,,,
,,,,,,,,2.99143469,3.3559,space,0.2103,0,13,13,10,1,11,image/11.jpg,0,0,,山鬼丫,2,2024-05-31_01h15.19.419,face trait task chi,2021.2.3,Win32,60.60606061,,,,,,,
,,,,,,,,3.985010837,4.438,space,0.9009,0,14,14,40,1,41,image/41.jpg,0,0,,山鬼丫,2,2024-05-31_01h15.19.419,face trait task chi,2021.2.3,Win32,60.60606061,,,,,,,
,,,,,,,,2.99143469,5.0053,space,1.8921,0,15,15,46,1,47,image/47.jpg,0,0,,山鬼丫,2,2024-05-31_01h15.19.419,face trait task chi,2021.2.3,Win32,60.60606061,,,,,,,
,,,,,,,,4.023554735,2.1565,space,0.9583,0,16,16,28,1,29,image/29.jpg,0,0,,山鬼丫,2,2024-05-31_01h15.19.419,face trait task chi,2021.2.3,Win32,60.60606061,,,,,,,
