participant,SONAid,slider_guilt_both_incor,slider_guilt_self_incor,slider_guilt_diff,share_slider_both_incor,share_slider_self_incor,share_slider_diff,slider_apology_both_incor,slider_apology_self_incor,slider_apology_diff,slider_hide_both_incor,slider_hide_self_incor,slider_hide_diff,slider_forgiveness_both_incor,slider_forgiveness_self_incor,slider_forgiveness_diff,slider_mad_both_incor,slider_mad_self_incor,slider_mad_diff
R_10kpEEzjRy8xPwe,120226.0,60.0,59.666666666666664,-0.3333333333333357,3.982993197333333,3.665532879666667,-0.31746031766666594,57.333333333333336,37.666666666666664,-19.66666666666667,70.66666666666667,90.66666666666667,20.0,66.39982592,59.757438326666666,-6.642387593333332,58.749627800000006,43.495041113333336,-15.25458668666667
R_12tSZmx8hSuXu6d,120748.0,29.666666666666668,65.0,35.33333333333333,2.2426486543333333,3.3520507810000004,1.1094021266666672,56.666666666666664,71.33333333333333,14.666666666666664,51.333333333333336,49.666666666666664,-1.6666666666666714,76.38655068999999,65.53055877333334,-10.855991916666653,20.502003542,44.631098306666665,24.129094764666664
R_13m40r672zQl4g7,120734.0,58.333333333333336,29.333333333333332,-29.000000000000004,4.814355638666667,3.18748573,-1.626869908666667,76.33333333333333,55.666666666666664,-20.666666666666664,29.0,44.0,15.0,93.15777403,64.50230876333333,-28.655465266666667,79.27952576333333,57.113798163333335,-22.16572759999999
R_1Et4aI0weGQGovt,120280.0,38.0,80.0,42.0,3.486033606333333,4.853143601,1.3671099946666674,29.333333333333332,85.0,55.66666666666667,16.0,35.0,19.0,89.52079700999998,46.75152442,-42.76927258999998,9.365480199666667,54.263399119999995,44.897918920333325
R_1FQhiEgg2BqpONz,120316.0,6.666666666666667,17.333333333333332,10.666666666666664,4.990541811666667,4.984420211333333,-0.006121600333333532,10.0,9.0,-1.0,1.3333333333333333,3.0,1.6666666666666667,77.38905256,63.437872649999996,-13.95117991,3.247938002666667,6.440672639333333,3.1927346366666662
R_1FlaYCokradBQ0u,120461.0,66.66666666666667,77.33333333333333,10.666666666666657,0.7008825230000001,0.693612558,-0.0072699650000001,73.33333333333333,72.0,-1.3333333333333286,14.666666666666666,22.666666666666668,8.000000000000002,42.05579376,39.94557116,-2.1102226,69.16974285666667,80.41318129000001,11.243438433333338
R_1JOTZSNdzRD5obR,120606.0,57.0,74.0,17.0,4.954861323333334,4.98090299,0.026041666666666075,70.0,81.33333333333333,11.333333333333329,23.666666666666668,35.666666666666664,11.999999999999996,51.54321202,56.66386511333334,5.120653093333338,42.950339910000004,52.77076747,9.820427559999999
R_1JeBbwgNmS1aKcb,120853.0,79.66666666666667,75.66666666666667,-4.0,4.920903955,4.9463276836666665,0.025423728666666534,61.666666666666664,68.0,6.333333333333336,4.666666666666667,3.0,-1.666666666666667,60.671688640000006,63.01147064,2.3397819999999925,51.02722136666667,56.848142440000004,5.820921073333331
R_1Jreilcdud9HMuf,120429.0,36.666666666666664,99.33333333333333,62.666666666666664,4.9813988096666675,4.973958333666666,-0.007440476000001084,99.33333333333333,92.33333333333333,-7.0,82.66666666666667,79.66666666666667,-3.0,0.4524410776666667,13.041125541666666,12.588684464,99.35966810999999,97.59349446666666,-1.7661736433333317
R_1QYUgALf2MKc3vp,120802.0,52.0,85.33333333333333,33.33333333333333,4.824652777666667,4.960069444333333,0.13541666666666607,81.66666666666667,73.33333333333333,-8.333333333333343,44.333333333333336,43.333333333333336,-1.0,64.55527497333334,48.281425363333334,-16.273849610000006,49.01795735333334,61.50392817333334,12.485970820000006
