choose_trial,key_resp.keys,key_resp.rt,key_resp_4.keys,key_resp_4.rt,session_trait,slider_face_judge.response,slider_face_judge.rt,key_resp_3.keys,key_resp_3.rt,face_loop.thisRepN,face_loop.thisTrialN,face_loop.thisN,face_loop.thisIndex,face_loop.ran,face_serial,image_name,isCheck,answer,check_question,participant,session,date,expName,psychopyVersion,OS,frameRate,SONAid
"[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,52,55,59]",space,1.5944,space,0.5531,trustworthy,3.989322917,4.0025,space,1.6796,0,0,0,6,1,7,image/7.jpg,0,0,,R_2Pz1ESHNLhmVqlq,2,2024-04-28_22h34.33.000,face trait task,2021.2.3,MacIntel,60.24096386,120605
,,,,,,4.252473958,5.7995,space,1.3175,0,1,1,18,1,19,image/19.jpg,0,0,,R_2Pz1ESHNLhmVqlq,2,2024-04-28_22h34.33.000,face trait task,2021.2.3,MacIntel,60.24096386,120605
,,,,,,3.46875,4.6892,space,0.7902,0,2,2,30,1,31,image/31.jpg,0,0,,R_2Pz1ESHNLhmVqlq,2,2024-04-28_22h34.33.000,face trait task,2021.2.3,MacIntel,60.24096386,120605
,,,,,,3.993411458,4.3146,space,0.8168,0,3,3,11,1,12,image/12.jpg,0,0,,R_2Pz1ESHNLhmVqlq,2,2024-04-28_22h34.33.000,face trait task,2021.2.3,MacIntel,60.24096386,120605
