chooserow,ParID,text_4.started,text_4.stopped,ave_img2.started,ave_img2.stopped,text_5.started,text_5.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"[70, 75, 145, 175, 171, 51, 113, 149, 165, 41, 54, 81, 180, 150, 201, 65, 139, 158, 135, 21, 167, 94, 178, 62, 6, 80, 117, 97, 186, 107, 181, 196, 123, 104, 111, 86, 138, 130, 57, 28, 131, 88]",,23.537920540955383,25.535417665960267,25.518331624974962,None,25.518331624974962,None,,,,,,,
